Participant1,Participant2,Participant3,Participant4,Participant5,Participant6,Participant7,Participant8,Participant9,Participant10,Participant11,Participant12,Participant13,Participant14,Participant15,Participant16,Participant17,Participant18,Participant19,Participant20,Participant21,Participant22,Participant23,Participant24,Participant25,Participant26,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,distractor.thisRepN,distractor.thisTrialN,distractor.thisN,distractor.thisIndex,word,color,correct,rand,text_instr.started,image_next.started,mouse.started,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,text_3.started,text_2.started,key_resp.started,text_4.started,key_resp.keys,key_resp.rt,key_resp_2.started,text_5.started,stopb.started,stopl.started,stopr.started,text_6.started,key_resp_2.keys,key_resp_3.keys,key_resp_3.rt,key_resp_2.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.804889999999432,9.804889999999432,3.100000321865082e-05,[0.5972222222222222],[-0.3958333333333333],[1],[0],[0],[2.2347729000030085],['image_next'],,,,,,,,,,,,,,,,,213084,001,2023-10-12_15h48.57.617,Demo_timePStroop,2022.2.5,59.83695626002428,
30,30,105,105,60,120,120,120,105,60,105,60,30,60,120,30,30,30,105,105,60,120,120,120,105,60,0,0,0,0,,,,,,,,,,,,,,,,,,,12.03301330000977,12.03301330000977,12.03301330000977,12.03301330000977,['space'],[0.8862560999987181],26.004776100002346,26.004776100002346,26.004776100002346,26.004776100002346,26.004776100002346,26.004776100002346,space,None,1.0976622000016505,0.8030348000029335,213084,001,2023-10-12_15h48.57.617,Demo_timePStroop,2022.2.5,59.83695626002428,
30,105,105,60,120,120,120,105,60,105,60,30,60,120,30,30,30,105,105,60,120,120,120,105,60,105,0,1,1,1,,,,,,,,,,,,,,,,,,,27.028199500011397,27.028199500011397,27.028199500011397,27.028199500011397,['space'],[0.8236399000015808],42.88208480000321,42.88208480000321,42.88208480000321,42.88208480000321,42.88208480000321,42.88208480000321,space,None,0.19110860000364482,4.375806199997896,213084,001,2023-10-12_15h48.57.617,Demo_timePStroop,2022.2.5,59.83695626002428,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.49954430000798,47.49954430000798,47.49954430000798,47.49954430000798,['space'],[0.8258798999886494],49.603031900012866,49.603031900012866,49.603031900012866,49.603031900012866,49.603031900012866,49.603031900012866,None,y,0.0653592999879038,,,,,,,,
