Participant1,Participant2,Participant3,Participant4,Participant5,Participant6,Participant7,Participant8,Participant9,Participant10,Participant11,Participant12,Participant13,Participant14,Participant15,Participant16,Participant17,Participant18,Participant19,Participant20,Participant21,Participant22,Participant23,Participant24,Participant25,Participant26,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,distractor.thisRepN,distractor.thisTrialN,distractor.thisN,distractor.thisIndex,word,color,correct,rand,text_instr.started,image_next.started,mouse.started,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,text_3.started,text_2.started,key_resp.started,text_4.started,key_resp.keys,key_resp.rt,key_resp_2.started,key_resp_3.started,text_5.started,stopb.started,stopl.started,stopr.started,text_6.started,key_resp_2.keys,key_resp_2.corr,key_resp_3.keys,key_resp_3.rt,key_resp_2.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.051213399972767,28.051213399972767,7.539999205619097e-05,[0.5958333333333333],[-0.39444444444444443],[1],[0],[0],[8.221247799985576],['image_next'],,,,,,,,,,,,,,,,,,,082838,001,2023-10-04_17h17.03.831,Demo_timePStroop,2022.2.5,59.95886822428647,
30,30,105,105,60,120,120,120,105,60,105,60,30,60,120,30,30,30,105,105,60,120,120,120,105,60,0,0,0,0,,,,,,,,,,,,,,,,,,,36.28027240000665,36.28027240000665,36.28027240000665,36.28027240000665,space,10.407118099974468,65.54189489997225,65.54189489997225,65.54189489997225,65.54189489997225,65.54189489997225,65.54189489997225,65.54189489997225,['space'],0,None,1.461810200009495,[1.341394399991259],082838,001,2023-10-04_17h17.03.831,Demo_timePStroop,2022.2.5,59.95886822428647,
30,105,105,60,120,120,120,105,60,105,60,30,60,120,30,30,30,105,105,60,120,120,120,105,60,105,0,1,1,1,,,,,,,,,,,,,,,,,,,67.00561779999407,67.00561779999407,67.00561779999407,67.00561779999407,space,0.9444847999839112,96.56016769999405,96.56016769999405,96.56016769999405,96.56016769999405,96.56016769999405,96.56016769999405,96.56016769999405,['space'],0,None,2.714572600030806,[1.0120164999971166],082838,001,2023-10-04_17h17.03.831,Demo_timePStroop,2022.2.5,59.95886822428647,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.70991109998431,97.70991109998431,97.70991109998431,97.70991109998431,,,,,,,,,,,,,,,,,,,,,
