Participant1,Participant2,Participant3,Participant4,Participant5,Participant6,Participant7,Participant8,Participant9,Participant10,Participant11,Participant12,Participant13,Participant14,Participant15,Participant16,Participant17,Participant18,Participant19,Participant20,Participant21,Participant22,Participant23,Participant24,Participant25,Participant26,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,distractor.thisRepN,distractor.thisTrialN,distractor.thisN,distractor.thisIndex,word,color,correct,rand,text_instr.started,image_next.started,mouse.started,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,text_3.started,text_2.started,key_resp.started,text_4.started,key_resp.keys,key_resp.rt,key_resp_2.started,key_resp_3.started,text_5.started,stopb.started,stopl.started,stopr.started,text_6.started,key_resp_2.keys,key_resp_2.corr,key_resp_3.keys,key_resp_3.rt,key_resp_2.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.477431999985129,13.477431999985129,7.730000652372837e-05,[0.6069444444444444],[-0.40902777777777777],[1],[0],[0],[4.980101499997545],['image_next'],,,,,,,,,,,,,,,,,,,244755,001,2023-10-04_17h22.06.523,Demo_timePStroop,2022.2.5,60.027504609390114,
30,30,105,105,60,120,120,120,105,60,105,60,30,60,120,30,30,30,105,105,60,120,120,120,105,60,0,0,0,0,,,,,,,,,,,,,,,,,,,18.45977919996949,18.45977919996949,18.45977919996949,18.45977919996949,['space'],[5.358459899958689],37.195180399983656,37.195180399983656,37.195180399983656,37.195180399983656,37.195180399983656,37.195180399983656,37.195180399983656,['space'],0,None,1.0244827999849804,[4.880739800049923],244755,001,2023-10-04_17h22.06.523,Demo_timePStroop,2022.2.5,60.027504609390114,
30,105,105,60,120,120,120,105,60,105,60,30,60,120,30,30,30,105,105,60,120,120,120,105,60,105,0,1,1,1,,,,,,,,,,,,,,,,,,,42.205921399989165,42.205921399989165,42.205921399989165,42.205921399989165,['space'],[15.864487200044096],70.21306609996827,70.21306609996827,70.21306609996827,70.21306609996827,70.21306609996827,70.21306609996827,70.21306609996827,['space'],0,None,1.7052632000413723,[2.5023859000066295],244755,001,2023-10-04_17h22.06.523,Demo_timePStroop,2022.2.5,60.027504609390114,
30,30,30,105,105,60,120,120,120,105,60,105,60,30,60,120,30,30,30,105,105,60,120,120,120,105,0,2,2,2,,,,,,,,,,,,,,,,,,,72.83974039996974,72.83974039996974,72.83974039996974,72.83974039996974,['space'],[4.156580300012138],90.72940289997496,90.72940289997496,90.72940289997496,90.72940289997496,90.72940289997496,90.72940289997496,90.72940289997496,['space'],0,None,2.4075562999933027,[1.7153394999913871],244755,001,2023-10-04_17h22.06.523,Demo_timePStroop,2022.2.5,60.027504609390114,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.55530249996809,92.55530249996809,92.55530249996809,92.55530249996809,,,,,,,,,,,,,,,,,,,,,
