Participant1,Participant2,Participant3,Participant4,Participant5,Participant6,Participant7,Participant8,Participant9,Participant10,Participant11,Participant12,Participant13,Participant14,Participant15,Participant16,Participant17,Participant18,Participant19,Participant20,Participant21,Participant22,Participant23,Participant24,Participant25,Participant26,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,distractor.thisRepN,distractor.thisTrialN,distractor.thisN,distractor.thisIndex,word,color,correct,text_instr.started,image_next.started,mouse.started,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,text_3.started,text_2.started,key_resp.started,text_4.started,key_resp.keys,key_resp.rt,key_resp_2.started,key_resp_3.started,text_5.started,stopb.started,stopl.started,stopr.started,text_6.started,key_resp_2.keys,key_resp_2.rt,key_resp_3.keys,key_resp_3.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.64298460000009,9.64298460000009,4.920000014863035e-05,[0.6027777777777777],[-0.37222222222222223],[1],[0],[0],[2.697407099999964],['image_next'],,,,,,,,,,,,,,,,,,939938,001,2023-09-29_17h16.21.758,Demo_timePStroop,2022.2.5,60.04758170375026,
30,30,105,105,60,120,120,120,105,60,105,60,30,60,120,30,30,30,105,105,60,120,120,120,105,60,0,0,0,0,,,,,,,,,,,,,,,,,,12.329837100000077,12.329837100000077,12.329837100000077,12.329837100000077,space,1.1368856999999934,13.506707300000016,13.506707300000016,13.506707300000016,13.506707300000016,13.506707300000016,13.506707300000016,13.506707300000016,space,17.917267100000117,None,,939938,001,2023-09-29_17h16.21.758,Demo_timePStroop,2022.2.5,60.04758170375026,
30,105,105,60,120,120,120,105,60,105,60,30,60,120,30,30,30,105,105,60,120,120,120,105,60,105,0,1,1,1,,,,,,,,,,,,,,,,,,31.61233960000004,31.61233960000004,31.61233960000004,31.61233960000004,space,1.3180770000001303,32.95585159999996,32.95585159999996,32.95585159999996,32.95585159999996,32.95585159999996,32.95585159999996,32.95585159999996,space,15.898587599999928,None,,939938,001,2023-09-29_17h16.21.758,Demo_timePStroop,2022.2.5,60.04758170375026,
30,30,30,105,105,60,120,120,120,105,60,105,60,30,60,120,30,30,30,105,105,60,120,120,120,105,0,2,2,2,,,,,,,,,,,,,,,,,,49.08047769999985,49.08047769999985,49.08047769999985,49.08047769999985,space,1.6942966999999953,58.05677060000016,58.05677060000016,58.05677060000016,58.05677060000016,58.05677060000016,58.05677060000016,58.05677060000016,space,2.1727489999998397,None,3.042323000000124,939938,001,2023-09-29_17h16.21.758,Demo_timePStroop,2022.2.5,60.04758170375026,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.468781300000046,60.468781300000046,60.468781300000046,60.468781300000046,,,,,,,,,,,,,,,,,,,,
