trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Participant1,Participant2,Participant3,Participant4,Participant5,Participant6,Participant7,Participant8,Participant9,Participant10,Participant11,Participant12,Participant13,Participant14,Participant15,Participant16,Participant17,Participant18,Participant19,Participant20,Participant21,Participant22,Participant23,Participant24,Participant25,Participant26,distractor.thisRepN,distractor.thisTrialN,distractor.thisN,distractor.thisIndex,word,color,correct,rand,text_instr.started,image_next.started,mouse.started,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,text_3.started,text_2.started,key_resp.started,text_4.started,key_resp.keys,key_resp.rt,key_resp_2.started,text_5.started,stopb.started,stopl.started,stopr.started,text_6.started,key_resp_2.keys,key_resp_3.keys,key_resp_3.rt,key_resp_2.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.754059500002768,18.754059500002768,3.159999323543161e-05,[0.5868055555555556],[-0.37916666666666665],[1],[0],[0],[4.036185800010571],['image_next'],,,,,,,,,,,,,,,,,439551,001,2023-10-12_15h50.39.884,Demo_timePStroop,2022.2.5,59.891213599220315,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.78084239999589,22.78084239999589,22.78084239999589,22.78084239999589,['space'],[0.7027650999953039],24.787440800006152,24.787440800006152,24.787440800006152,24.787440800006152,24.787440800006152,24.787440800006152,space,None,0.046138699995935895,0.2580887999938568,,,,,,,
