Participant1,Participant2,Participant3,Participant4,Participant5,Participant6,Participant7,Participant8,Participant9,Participant10,Participant11,Participant12,Participant13,Participant14,Participant15,Participant16,Participant17,Participant18,Participant19,Participant20,Participant21,Participant22,Participant23,Participant24,Participant25,Participant26,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,distractor.thisRepN,distractor.thisTrialN,distractor.thisN,distractor.thisIndex,word,color,correct,rand,text_instr.started,image_next.started,mouse.started,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,text_3.started,text_2.started,key_resp.started,text_4.started,key_resp.keys,key_resp.rt,key_resp_2.started,key_resp_3.started,text_5.started,stopb.started,stopl.started,stopr.started,text_6.started,key_resp_2.keys,key_resp_3.keys,key_resp_3.rt,key_resp_2.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.144822200003546,21.144822200003546,8.510000770911574e-05,[0.6131944444444445],[-0.3951388888888889],[1],[0],[0],[4.404448200017214],['image_next'],,,,,,,,,,,,,,,,,,0,001,2023-10-04_17h06.26.214,Demo_timePStroop,2022.2.5,60.00855722953251,
30,30,105,105,60,120,120,120,105,60,105,60,30,60,120,30,30,30,105,105,60,120,120,120,105,60,0,0,0,0,,,,,,,,,,,,,,,,,,,25.543424600036815,25.543424600036815,25.543424600036815,25.543424600036815,space,2.5234817000455223,110.5678409000393,110.5678409000393,110.5678409000393,110.5678409000393,110.5678409000393,110.5678409000393,110.5678409000393,space,None,39.27972240000963,0.06481080001685768,0,001,2023-10-04_17h06.26.214,Demo_timePStroop,2022.2.5,60.00855722953251,
30,105,105,60,120,120,120,105,60,105,60,30,60,120,30,30,30,105,105,60,120,120,120,105,60,105,0,1,1,1,,,,,,,,,,,,,,,,,,,110.76728080003522,110.76728080003522,110.76728080003522,110.76728080003522,space,2.078429299988784,125.41521830001147,125.41521830001147,125.41521830001147,125.41521830001147,125.41521830001147,125.41521830001147,125.41521830001147,None,g,0.4355351999984123,,0,001,2023-10-04_17h06.26.214,Demo_timePStroop,2022.2.5,60.00855722953251,
30,30,30,105,105,60,120,120,120,105,60,105,60,30,60,120,30,30,30,105,105,60,120,120,120,105,0,2,2,2,,,,,,,,,,,,,,,,,,,125.97013000003062,125.97013000003062,125.97013000003062,125.97013000003062,space,2.111206600035075,140.19533340004273,140.19533340004273,140.19533340004273,140.19533340004273,140.19533340004273,140.19533340004273,140.19533340004273,space,None,7.387812100001611,1.714183900039643,0,001,2023-10-04_17h06.26.214,Demo_timePStroop,2022.2.5,60.00855722953251,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.23117129999446,142.23117129999446,142.23117129999446,142.23117129999446,,,,,,,,,,,,,,,,,,,,
