Participant1,Participant2,Participant3,Participant4,Participant5,Participant6,Participant7,Participant8,Participant9,Participant10,Participant11,Participant12,Participant13,Participant14,Participant15,Participant16,Participant17,Participant18,Participant19,Participant20,Participant21,Participant22,Participant23,Participant24,Participant25,Participant26,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,distractor.thisRepN,distractor.thisTrialN,distractor.thisN,distractor.thisIndex,word,color,correct,text_instr.started,image_next.started,mouse.started,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,text_3.started,text_2.started,key_resp.started,text_4.started,key_resp.keys,key_resp.rt,key_resp_2.started,key_resp_3.started,text_5.started,stopb.started,stopl.started,stopr.started,text_6.started,key_resp_2.keys,key_resp_3.keys,key_resp_3.rt,key_resp_2.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.324069400026929,15.324069400026929,7.43999844416976e-05,[0.5819444444444445],[-0.3958333333333333],[1],[0],[0],[2.802564000012353],['image_next'],,,,,,,,,,,,,,,,,,134780,001,2023-10-04_16h43.13.145,Demo_timePStroop,2022.2.5,60.1384025302946,
30,30,105,105,60,120,120,120,105,60,105,60,30,60,120,30,30,30,105,105,60,120,120,120,105,60,0,0,0,0,,,,,,,,,,,,,,,,,,18.109542699996382,18.109542699996382,18.109542699996382,18.109542699996382,space,1.1622435000026599,28.851429900038056,28.851429900038056,28.851429900038056,28.851429900038056,28.851429900038056,28.851429900038056,28.851429900038056,space,None,0.8381761999917217,4.1222927999915555,134780,001,2023-10-04_16h43.13.145,Demo_timePStroop,2022.2.5,60.1384025302946,
30,105,105,60,120,120,120,105,60,105,60,30,60,120,30,30,30,105,105,60,120,120,120,105,60,105,0,1,1,1,,,,,,,,,,,,,,,,,,33.103572299994994,33.103572299994994,33.103572299994994,33.103572299994994,space,1.3680414000409655,49.1355607000296,49.1355607000296,49.1355607000296,49.1355607000296,49.1355607000296,49.1355607000296,49.1355607000296,None,r,0.10287060000700876,,134780,001,2023-10-04_16h43.13.145,Demo_timePStroop,2022.2.5,60.1384025302946,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.36269770003855,49.36269770003855,49.36269770003855,49.36269770003855,,,,,,,,,,,,,,,,,,,,
