Participant1,Participant2,Participant3,Participant4,Participant5,Participant6,Participant7,Participant8,Participant9,Participant10,Participant11,Participant12,Participant13,Participant14,Participant15,Participant16,Participant17,Participant18,Participant19,Participant20,Participant21,Participant22,Participant23,Participant24,Participant25,Participant26,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,distractor.thisRepN,distractor.thisTrialN,distractor.thisN,distractor.thisIndex,word,color,correct,text_instr.started,image_next.started,mouse.started,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,text_3.started,text_2.started,key_resp.started,text_4.started,key_resp.keys,key_resp.rt,key_resp_2.started,key_resp_3.started,text_5.started,stopb.started,stopl.started,stopr.started,text_6.started,key_resp_2.keys,key_resp_3.keys,key_resp_3.rt,key_resp_2.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.335099199990509,9.335099199990509,5.2799994591623545e-05,[0.63125],[-0.42083333333333334],[1],[0],[0],[1.1924557000165805],['image_next'],,,,,,,,,,,,,,,,,,285789,001,2023-09-29_15h50.45.238,Demo_timePStroop,2022.2.5,60.08842612616934,
30,30,105,105,60,120,120,120,105,60,105,60,30,60,120,30,30,30,105,105,60,120,120,120,105,60,0,0,0,0,,,,,,,,,,,,,,,,,,10.517457999987528,10.517457999987528,10.517457999987528,10.517457999987528,space,1.2696546000079252,0.00047309999354183674,19.327264699997613,19.327264699997613,19.327264699997613,19.327264699997613,19.327264699997613,19.327264699997613,space,None,0.3045519000152126,0.4599854999978561,285789,001,2023-09-29_15h50.45.238,Demo_timePStroop,2022.2.5,60.08842612616934,
30,105,105,60,120,120,120,105,60,105,60,30,60,120,30,30,30,105,105,60,120,120,120,105,60,105,0,1,1,1,,,,,,,,,,,,,,,,,,19.970696600008523,19.970696600008523,19.970696600008523,19.970696600008523,space,2.513291200011736,0.0020158000115770847,25.944920199981425,25.944920199981425,25.944920199981425,25.944920199981425,25.944920199981425,25.944920199981425,space,None,0.32390200000372715,0.4135552999796346,285789,001,2023-09-29_15h50.45.238,Demo_timePStroop,2022.2.5,60.08842612616934,
30,30,30,105,105,60,120,120,120,105,60,105,60,30,60,120,30,30,30,105,105,60,120,120,120,105,0,2,2,2,,,,,,,,,,,,,,,,,,26.563961300009396,26.563961300009396,26.563961300009396,26.563961300009396,space,1.5885568000085186,0.0033096999977715313,29.668350699997973,29.668350699997973,29.668350699997973,29.668350699997973,29.668350699997973,29.668350699997973,space,None,0.014416499994695187,0.5427576000220142,285789,001,2023-09-29_15h50.45.238,Demo_timePStroop,2022.2.5,60.08842612616934,
105,105,60,120,120,120,105,60,105,60,30,60,120,30,30,30,105,105,60,120,120,120,105,60,105,60,0,3,3,3,,,,,,,,,,,,,,,,,,30.3780746999837,30.3780746999837,30.3780746999837,30.3780746999837,space,2.1570613000076264,0.0022342999873217195,34.23034710000502,34.23034710000502,34.23034710000502,34.23034710000502,34.23034710000502,34.23034710000502,space,None,0.19847519998438656,0.4660695000202395,285789,001,2023-09-29_15h50.45.238,Demo_timePStroop,2022.2.5,60.08842612616934,
120,30,30,30,105,105,60,120,120,120,105,60,105,60,30,60,120,30,30,30,105,105,60,120,120,120,0,4,4,4,,,,,,,,,,,,,,,,,,34.93123509999714,34.93123509999714,34.93123509999714,34.93123509999714,space,2.022333200002322,0.00808810000307858,36.994845299981534,36.994845299981534,36.994845299981534,36.994845299981534,36.994845299981534,36.994845299981534,space,None,,2.267042399995262,285789,001,2023-09-29_15h50.45.238,Demo_timePStroop,2022.2.5,60.08842612616934,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.34903849998955,39.34903849998955,39.34903849998955,39.34903849998955,,,,,,,,,,,,,,,,,,,,
