Participant1,Participant2,Participant3,Participant4,Participant5,Participant6,Participant7,Participant8,Participant9,Participant10,Participant11,Participant12,Participant13,Participant14,Participant15,Participant16,Participant17,Participant18,Participant19,Participant20,Participant21,Participant22,Participant23,Participant24,Participant25,Participant26,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,distractor.thisRepN,distractor.thisTrialN,distractor.thisN,distractor.thisIndex,word,color,correct,text_instr.started,image_next.started,mouse.started,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,text_3.started,text_2.started,key_resp.started,text_4.started,key_resp.keys,key_resp.rt,key_resp_2.started,key_resp_3.started,text_5.started,stopb.started,stopl.started,stopr.started,text_6.started,key_resp_2.keys,key_resp_3.keys,key_resp_3.rt,key_resp_2.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.169109800000115,20.169109800000115,6.12999999702879e-05,[0.6020833333333333],[-0.40694444444444444],[1],[0],[0],[4.073047899999892],['image_next'],,,,,,,,,,,,,,,,,,610079,001,2023-09-29_17h04.52.174,Demo_timePStroop,2022.2.5,60.046175508924875,
30,30,105,105,60,120,120,120,105,60,105,60,30,60,120,30,30,30,105,105,60,120,120,120,105,60,0,0,0,0,,,,,,,,,,,,,,,,,,24.23410970000009,24.23410970000009,24.23410970000009,24.23410970000009,space,1.0409233999998833,0.0004113999998480722,36.71167300000002,36.71167300000002,36.71167300000002,36.71167300000002,36.71167300000002,36.71167300000002,space,None,1.1273716999999124,0.5954860999997891,610079,001,2023-09-29_17h04.52.174,Demo_timePStroop,2022.2.5,60.046175508924875,
30,105,105,60,120,120,120,105,60,105,60,30,60,120,30,30,30,105,105,60,120,120,120,105,60,105,0,1,1,1,,,,,,,,,,,,,,,,,,37.511538499999915,37.511538499999915,37.511538499999915,37.511538499999915,space,3.3861845999997513,0.0022698999998738145,60.55361640000001,60.55361640000001,60.55361640000001,60.55361640000001,60.55361640000001,60.55361640000001,space,None,1.5813409999998385,2.585716199999979,610079,001,2023-09-29_17h04.52.174,Demo_timePStroop,2022.2.5,60.046175508924875,
30,30,30,105,105,60,120,120,120,105,60,105,60,30,60,120,30,30,30,105,105,60,120,120,120,105,0,2,2,2,,,,,,,,,,,,,,,,,,63.323710899999924,63.323710899999924,63.323710899999924,63.323710899999924,space,3.1841265000000476,0.0004569000000174128,90.52730399999996,90.52730399999996,90.52730399999996,90.52730399999996,90.52730399999996,90.52730399999996,None,b,0.5954999999999018,,610079,001,2023-09-29_17h04.52.174,Demo_timePStroop,2022.2.5,60.046175508924875,
105,105,60,120,120,120,105,60,105,60,30,60,120,30,30,30,105,105,60,120,120,120,105,60,105,60,0,3,3,3,,,,,,,,,,,,,,,,,,91.25574849999998,91.25574849999998,91.25574849999998,91.25574849999998,space,5.02952039999991,0.00044980000006944465,103.24803380000003,103.24803380000003,103.24803380000003,103.24803380000003,103.24803380000003,103.24803380000003,space,None,0.8439994999998817,28.51410030000011,610079,001,2023-09-29_17h04.52.174,Demo_timePStroop,2022.2.5,60.046175508924875,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.86496319999992,131.86496319999992,131.86496319999992,131.86496319999992,,,,,,,,,,,,,,,,,,,,
