Participant1,Participant2,Participant3,Participant4,Participant5,Participant6,Participant7,Participant8,Participant9,Participant10,Participant11,Participant12,Participant13,Participant14,Participant15,Participant16,Participant17,Participant18,Participant19,Participant20,Participant21,Participant22,Participant23,Participant24,Participant25,Participant26,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text_instr.started,image_next.started,mouse.started,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,text_3.started,text_2.started,key_resp.started,text_4.started,key_resp.keys,key_resp.rt,key_resp_2.started,key_resp_2.keys,key_resp_2.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.516726100000142,10.516726100000142,4.820000003746827e-05,[0.5868055555555556],[-0.40902777777777777],[1],[0],[0],[1.8581954999999653],['image_next'],,,,,,,,,,007372,001,2023-09-29_17h34.13.274,Demo_timePStroop,2022.2.5,59.99707214295775,
30,30,105,105,60,120,120,120,105,60,105,60,30,60,120,30,30,30,105,105,60,120,120,120,105,60,0,0,0,0,,,,,,,,,,,12.364307899999858,12.364307899999858,12.364307899999858,12.364307899999858,space,1.0916165000003275,13.473532999999861,space,0.9207992999999988,007372,001,2023-09-29_17h34.13.274,Demo_timePStroop,2022.2.5,59.99707214295775,
30,105,105,60,120,120,120,105,60,105,60,30,60,120,30,30,30,105,105,60,120,120,120,105,60,105,0,1,1,1,,,,,,,,,,,14.423622900000282,14.423622900000282,14.423622900000282,14.423622900000282,space,0.7620074000001296,15.20629080000026,space,0.7187782999999399,007372,001,2023-09-29_17h34.13.274,Demo_timePStroop,2022.2.5,59.99707214295775,
30,30,30,105,105,60,120,120,120,105,60,105,60,30,60,120,30,30,30,105,105,60,120,120,120,105,0,2,2,2,,,,,,,,,,,15.957125700000233,15.957125700000233,15.957125700000233,15.957125700000233,space,0.35890440000002855,16.338895599999887,space,0.3110273000002053,007372,001,2023-09-29_17h34.13.274,Demo_timePStroop,2022.2.5,59.99707214295775,
105,105,60,120,120,120,105,60,105,60,30,60,120,30,30,30,105,105,60,120,120,120,105,60,105,60,0,3,3,3,,,,,,,,,,,16.673237599999993,16.673237599999993,16.673237599999993,16.673237599999993,space,0.4675035000000207,17.17171159999998,space,0.5240598000000318,007372,001,2023-09-29_17h34.13.274,Demo_timePStroop,2022.2.5,59.99707214295775,
120,30,30,30,105,105,60,120,120,120,105,60,105,60,30,60,120,30,30,30,105,105,60,120,120,120,0,4,4,4,,,,,,,,,,,17.72269950000009,17.72269950000009,17.72269950000009,17.72269950000009,space,0.6749402999998892,18.42131879999988,space,0.6712722000002032,007372,001,2023-09-29_17h34.13.274,Demo_timePStroop,2022.2.5,59.99707214295775,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.122746500000176,19.122746500000176,19.122746500000176,19.122746500000176,space,4.144447300000138,23.287037500000224,,,,,,,,,
