Psubj,Attribute,Value,cond,Unique,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,distractor.thisRepN,distractor.thisTrialN,distractor.thisN,distractor.thisIndex,word,color,correct,rand,text.started,key_resp_4.started,text_instr.started,key_resp_4.keys,key_resp_4.rt,text_3.started,text_2.started,key_resp.started,text_4.started,key_resp.keys,key_resp.rt,key_resp_2.started,text_5.started,stopb.started,stopl.started,stopr.started,text_6.started,key_resp_2.keys,key_resp_2.rt,Stroop_response.keys,Stroop_response.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,10.102393200038932,13.115210800024215,13.115210800024215,space,1.4282904000137933,,,,,,,,,,,,,,,,,771729,001,2023-10-17_17h34.13.374,Main,2022.2.5,60.023361088339854,
1,est1,105,2,None,0,0,0,0,,,,,,,,,,,,,,17.50381320004817,17.50381320004817,17.50381320004817,17.50381320004817,['space'],[1.7968194999848492],19.36180559999775,19.36180559999775,19.36180559999775,19.36180559999775,19.36180559999775,19.36180559999775,space,0.7999203000217676,None,,771729,001,2023-10-17_17h34.13.374,Main,2022.2.5,60.023361088339854,
1,est2,30,1,None,0,1,1,1,,,,,,,,,,,,,,20.410435100027826,20.410435100027826,20.410435100027826,20.410435100027826,['space'],[1.845852600003127],22.30126520001795,22.30126520001795,22.30126520001795,22.30126520001795,22.30126520001795,22.30126520001795,space,0.28860270004952326,None,,771729,001,2023-10-17_17h34.13.374,Main,2022.2.5,60.023361088339854,
1,est3,120,1,None,0,2,2,2,,,,,,,,,,,,,,22.836923199996818,22.836923199996818,22.836923199996818,22.836923199996818,['space'],[1.562045999977272],27.301018199999817,27.301018199999817,27.301018199999817,27.301018199999817,27.301018199999817,27.301018199999817,space,0.211794100003317,None,0.14887380000436679,771729,001,2023-10-17_17h34.13.374,Main,2022.2.5,60.023361088339854,
1,est4,30,1,None,0,3,3,3,,,,,,,,,,,,,,27.705645100038964,27.705645100038964,27.705645100038964,27.705645100038964,['space'],[3.0326138000236824],30.785568899998907,30.785568899998907,30.785568899998907,30.785568899998907,30.785568899998907,30.785568899998907,space,1.2410414000041783,None,,771729,001,2023-10-17_17h34.13.374,Main,2022.2.5,60.023361088339854,
1,est5,105,2,None,0,4,4,4,,,,,,,,,,,,,,32.20973800000502,32.20973800000502,32.20973800000502,32.20973800000502,['space'],[4.482440599997062],36.74071680003544,36.74071680003544,36.74071680003544,36.74071680003544,36.74071680003544,36.74071680003544,space,1.4946080000372604,None,,771729,001,2023-10-17_17h34.13.374,Main,2022.2.5,60.023361088339854,
,,,,,,,,,,,,,,,,,,,,,,38.46228330000304,38.46228330000304,38.46228330000304,38.46228330000304,,,,,,,,,,,,,,,,,,,
