5.2314 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [2560, 1440]. Using actual size
8.0764 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000013F3F921430>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x0000013F4081A700>, multiSample=False, name='window1', numSamples=2, pos=(0, 0), screen=0, size=array([2560, 1440]), stencilBits=0, stereo=False, units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
8.0767 	EXP 	window1: mouseVisible = True
8.0771 	EXP 	window1: mouseVisible = False
8.0771 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
8.0772 	EXP 	window1: recordFrameIntervals = False
8.2416 	EXP 	window1: recordFrameIntervals = True
8.4252 	EXP 	Screen (0) actual frame rate measured at 59.93Hz
8.4253 	EXP 	window1: recordFrameIntervals = False
10.5474 	EXP 	Created polygon = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-2.0, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([1, 1, 1]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=0.6, name='polygon', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.1, 0.1]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
10.9884 	WARNING 	Font b'Hiragino Sans GB' was requested. No similar font found.
11.1328 	EXP 	textbox: autoLog = True
11.1328 	EXP 	textbox_2: autoLog = True
11.1328 	EXP 	textbox_3: autoLog = True
11.1328 	EXP 	text_4: autoLog = True
11.1328 	EXP 	text_2: autoLog = True
11.1328 	EXP 	text_3: autoLog = True
11.1328 	EXP 	text_6: autoLog = True
11.1328 	EXP 	text_5: autoLog = True
11.1328 	EXP 	stopl: autoLog = True
11.1328 	EXP 	stopr: autoLog = True
11.1328 	EXP 	textbox: autoLog = True
11.1328 	EXP 	textbox: autoDraw = True
16.1438 	EXP 	textbox: autoDraw = False
16.1438 	EXP 	textbox: autoDraw = False
16.1438 	EXP 	textbox_2: autoDraw = True
16.1438 	EXP 	polygon: autoDraw = True
17.0626 	DATA 	Keypress: space
17.0683 	EXP 	textbox_2: autoDraw = False
17.0683 	EXP 	polygon: autoDraw = False
17.0683 	EXP 	textbox_3: autoDraw = True
20.6772 	DATA 	Keypress: space
24.3511 	EXP 	Imported C:/Users/carelab/Desktop/Erik/resources/p1.csv as conditions, 32 conditions, 5 params
24.3516 	EXP 	Created sequence: sequential, trialTypes=32, nReps=1, seed=None
24.3519 	EXP 	New trial (rep=0, index=0): OrderedDict([('Psubj', 1), ('Attribute', 'est1'), ('Value', 105), ('cond', 0.0), ('Unique', None)])
24.3868 	EXP 	textbox_3: autoDraw = False
24.3868 	EXP 	text_4: autoDraw = True
24.3868 	EXP 	text_2: autoDraw = True
24.3868 	EXP 	text_3: autoDraw = True
26.5980 	EXP 	Imported C:/Users/carelab/Desktop/Erik/resources/stroop.xlsx as conditions, 72 conditions, 4 params
26.5997 	EXP 	Created sequence: random, trialTypes=72, nReps=25, seed=None
26.6001 	EXP 	New trial (rep=0, index=0): {'word': '蓝色', 'color': 'blue', 'correct': 'b', 'rand': 0.3962635380220443}
26.7185 	DATA 	Keypress: space
26.7275 	EXP 	text_4: autoDraw = False
26.7275 	EXP 	text_2: autoDraw = False
26.7275 	EXP 	text_3: autoDraw = False
26.7275 	EXP 	text_6: foreColor = <psychopy.colors.Color: blue, alpha=1.0>
26.7275 	EXP 	text_6: autoDraw = True
26.7275 	EXP 	text_5: autoDraw = True
26.7275 	EXP 	stopl: autoDraw = True
26.7275 	EXP 	stopr: autoDraw = True
27.1989 	EXP 	New trial (rep=0, index=1): OrderedDict([('Psubj', 1), ('Attribute', 'est2'), ('Value', 30), ('cond', 0.1), ('Unique', None)])
27.2142 	DATA 	Keypress: space
27.2202 	EXP 	text_6: autoDraw = False
27.2202 	EXP 	text_5: autoDraw = False
27.2202 	EXP 	stopl: autoDraw = False
27.2202 	EXP 	stopr: autoDraw = False
27.2202 	EXP 	text_4: autoDraw = True
27.2202 	EXP 	text_2: autoDraw = True
27.2202 	EXP 	text_3: autoDraw = True
27.8009 	EXP 	Sound sound_1 set volume 1.000
27.8019 	EXP 	Sound sound_1 started
27.8149 	EXP 	Imported C:/Users/carelab/Desktop/Erik/resources/stroop.xlsx as conditions, 72 conditions, 4 params
27.8166 	EXP 	Created sequence: random, trialTypes=72, nReps=25, seed=None
