Psubj,Attribute,Value,cond,Unique,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,distractor.thisRepN,distractor.thisTrialN,distractor.thisN,distractor.thisIndex,word,color,correct,rand,textbox.started,textbox.stopped,key_resp_9.started,textbox_2.started,polygon.started,key_resp_9.keys,key_resp_9.rt,key_resp_4.started,textbox_3.started,key_resp_4.keys,key_resp_4.rt,key_resp.started,text_4.started,text_2.started,text_3.started,key_resp.keys,key_resp.rt,key_resp_2.started,text_6.started,text_5.started,stopb.started,stopl.started,stopr.started,key_resp_2.keys,key_resp_2.rt,Stroop_response.keys,Stroop_response.rt,participant,session,date,expName,psychopyVersion,frameRate,
1,est12,30,0.0,None,0,11,11,11,,,,,,,,,,,,,,,,,,,,337.617134600001,337.617134600001,337.617134600001,337.617134600001,['space'],[3.1365964000033273],340.9679064999982,340.9679064999982,340.9679064999982,340.9679064999982,340.9679064999982,340.9679064999982,space,1.435682800001814,None,,089771,001,2023-11-09_14h07.24.258,Main,2022.2.5,59.1214668280049,
1,est13,60,0.1,None,0,12,12,12,,,,,,,,,,,,,,,,,,,,342.435548999998,342.435548999998,342.435548999998,342.435548999998,['space'],[14.89066019999882],425.0739591999991,425.0739591999991,425.0739591999991,425.0739591999991,425.0739591999991,425.0739591999991,space,1.4919280000030994,None,0.906154800002696,089771,001,2023-11-09_14h07.24.258,Main,2022.2.5,59.1214668280049,
1,est14,105,0.0,None,0,13,13,13,,,,,,,,,,,,,,,,,,,,426.6360786999976,426.6360786999976,426.6360786999976,426.6360786999976,['space'],[1.2019619000020612],428.01604849999785,428.01604849999785,428.01604849999785,428.01604849999785,428.01604849999785,428.01604849999785,space,1.0113443000045663,None,,089771,001,2023-11-09_14h07.24.258,Main,2022.2.5,59.1214668280049,
1,est15,105,0.1,None,0,14,14,14,,,,,,,,,,,,,,,,,,,,429.0542846999997,429.0542846999997,429.0542846999997,429.0542846999997,['space'],[0.18200780000188388],455.21470679999766,455.21470679999766,455.21470679999766,455.21470679999766,455.21470679999766,455.21470679999766,space,0.19975430000340566,None,0.19723520000115968,089771,001,2023-11-09_14h07.24.258,Main,2022.2.5,59.1214668280049,
1,est16,120,0.0,None,0,15,15,15,,,,,,,,,,,,,,,,,,,,455.5009089999985,455.5009089999985,455.5009089999985,455.5009089999985,['space'],[0.5610377000048175],456.21712259999913,456.21712259999913,456.21712259999913,456.21712259999913,456.21712259999913,456.21712259999913,space,0.7413959000041359,None,,089771,001,2023-11-09_14h07.24.258,Main,2022.2.5,59.1214668280049,
1,est17,120,0.1,None,0,16,16,16,,,,,,,,,,,,,,,,,,,,456.9814667999999,456.9814667999999,456.9814667999999,456.9814667999999,['space'],[0.2155750000019907],496.8177297000002,496.8177297000002,496.8177297000002,496.8177297000002,496.8177297000002,496.8177297000002,space,0.7241421000035189,None,1.083149100002629,089771,001,2023-11-09_14h07.24.258,Main,2022.2.5,59.1214668280049,
1,est18,105,0.0,None,0,17,17,17,,,,,,,,,,,,,,,,,,,,497.64075930000035,497.64075930000035,497.64075930000035,497.64075930000035,['space'],[362.43048810000255],860.2274892999994,860.2274892999994,860.2274892999994,860.2274892999994,860.2274892999994,860.2274892999994,space,1.860099800000171,None,,089771,001,2023-11-09_14h07.24.258,Main,2022.2.5,59.1214668280049,
1,est19,60,0.1,None,0,18,18,18,,,,,,,,,,,,,,,,,,,,862.1053614999983,862.1053614999983,862.1053614999983,862.1053614999983,['space'],[0.6313269000020227],866.2376648999998,866.2376648999998,866.2376648999998,866.2376648999998,866.2376648999998,866.2376648999998,space,171.47230910000144,None,0.1309361000021454,089771,001,2023-11-09_14h07.24.258,Main,2022.2.5,59.1214668280049,
1,est20,60,0.1,None,0,19,19,19,,,,,,,,,,,,,,,,,,,,1037.8016613,1037.8016613,1037.8016613,1037.8016613,['space'],[1.413590000003751],1045.5167527999984,1045.5167527999984,1045.5167527999984,1045.5167527999984,1045.5167527999984,1045.5167527999984,space,0.45838670000375714,None,0.3278027000014845,089771,001,2023-11-09_14h07.24.258,Main,2022.2.5,59.1214668280049,
1,est21,120,0.1,None,0,20,20,20,,,,,,,,,,,,,,,,,,,,1046.0061459999997,1046.0061459999997,1046.0061459999997,1046.0061459999997,['space'],[0.2886159000045154],1047.9827349999978,1047.9827349999978,1047.9827349999978,1047.9827349999978,1047.9827349999978,1047.9827349999978,space,1.3149218000035034,None,0.06640950000291923,089771,001,2023-11-09_14h07.24.258,Main,2022.2.5,59.1214668280049,
1,est22,120,0.0,None,0,21,21,21,,,,,,,,,,,,,,,,,,,,1049.350376800001,1049.350376800001,1049.350376800001,1049.350376800001,['space'],[0.19052250000095228],1049.824228999998,1049.824228999998,1049.824228999998,1049.824228999998,1049.824228999998,1049.824228999998,space,283.8565379000029,None,,089771,001,2023-11-09_14h07.24.258,Main,2022.2.5,59.1214668280049,
1,est23,30,0.0,None,0,22,22,22,,,,,,,,,,,,,,,,,,,,1333.7098468999975,1333.7098468999975,1333.7098468999975,1333.7098468999975,['space'],[1.6163488000020152],1335.6871909000001,1335.6871909000001,1335.6871909000001,1335.6871909000001,1335.6871909000001,1335.6871909000001,space,1.713481500002672,None,,089771,001,2023-11-09_14h07.24.258,Main,2022.2.5,59.1214668280049,
1,est24,105,0.1,None,0,23,23,23,,,,,,,,,,,,,,,,,,,,1337.4255372999978,1337.4255372999978,1337.4255372999978,1337.4255372999978,['space'],[0.5782997000023897],1433.5802594999986,1433.5802594999986,1433.5802594999986,1433.5802594999986,1433.5802594999986,1433.5802594999986,space,0.7698901000039768,None,0.25485500000286265,089771,001,2023-11-09_14h07.24.258,Main,2022.2.5,59.1214668280049,
1,est25,30,0.1,None,0,24,24,24,,,,,,,,,,,,,,,,,,,,1434.3785597999995,1434.3785597999995,1434.3785597999995,1434.3785597999995,['space'],[1.038916600002267],1435.713562599998,1435.713562599998,1435.713562599998,1435.713562599998,1435.713562599998,1435.713562599998,space,1.1484014000016032,None,,089771,001,2023-11-09_14h07.24.258,Main,2022.2.5,59.1214668280049,
1,est26,60,0.0,None,0,25,25,25,,,,,,,,,,,,,,,,,,,,1436.960587499998,1436.960587499998,1436.960587499998,1436.960587499998,['space'],[0.5654921000023023],1437.7295745999982,1437.7295745999982,1437.7295745999982,1437.7295745999982,1437.7295745999982,1437.7295745999982,space,3.1174851000032504,None,,089771,001,2023-11-09_14h07.24.258,Main,2022.2.5,59.1214668280049,
1,est27,105,0.1,None,0,26,26,26,,,,,,,,,,,,,,,,,,,,1440.8774948999999,1440.8774948999999,1440.8774948999999,1440.8774948999999,['space'],[0.4548696000019845],1445.1444979999978,1445.1444979999978,1445.1444979999978,1445.1444979999978,1445.1444979999978,1445.1444979999978,space,0.3215760000020964,None,0.14315900000292459,089771,001,2023-11-09_14h07.24.258,Main,2022.2.5,59.1214668280049,
1,est28,60,0.1,None,0,27,27,27,,,,,,,,,,,,,,,,,,,,1445.5522544999985,1445.5522544999985,1445.5522544999985,1445.5522544999985,['space'],[0.1833435000044119],1472.3673481999977,1472.3673481999977,1472.3673481999977,1472.3673481999977,1472.3673481999977,1472.3673481999977,space,1.8151244000036968,None,0.5543323000019882,089771,001,2023-11-09_14h07.24.258,Main,2022.2.5,59.1214668280049,
1,est29,120,0.0,None,0,28,28,28,,,,,,,,,,,,,,,,,,,,1474.238390300001,1474.238390300001,1474.238390300001,1474.238390300001,['space'],[0.6078137000040442],1475.1574378999976,1475.1574378999976,1475.1574378999976,1475.1574378999976,1475.1574378999976,1475.1574378999976,space,17.702672400002484,None,,089771,001,2023-11-09_14h07.24.258,Main,2022.2.5,59.1214668280049,
1,est30,30,0.0,None,0,29,29,29,,,,,,,,,,,,,,,,,,,,1492.8786996999988,1492.8786996999988,1492.8786996999988,1492.8786996999988,['space'],[0.5278977000016312],1493.7057231,1493.7057231,1493.7057231,1493.7057231,1493.7057231,1493.7057231,space,49.657328000001144,None,,089771,001,2023-11-09_14h07.24.258,Main,2022.2.5,59.1214668280049,
1,est31,60,0.0,None,0,30,30,30,,,,,,,,,,,,,,,,,,,,1543.3951823999996,1543.3951823999996,1543.3951823999996,1543.3951823999996,['space'],[0.6626068000041414],1544.2557196999987,1544.2557196999987,1544.2557196999987,1544.2557196999987,1544.2557196999987,1544.2557196999987,space,5.467586499999015,None,,089771,001,2023-11-09_14h07.24.258,Main,2022.2.5,59.1214668280049,
1,est32,30,0.1,None,0,31,31,31,,,,,,,,,,,,,,,,,,,,1549.7431689000005,1549.7431689000005,1549.7431689000005,1549.7431689000005,['space'],[0.7717959000037808],1550.7865104999983,1550.7865104999983,1550.7865104999983,1550.7865104999983,1550.7865104999983,1550.7865104999983,space,1.2482318000002124,None,,089771,001,2023-11-09_14h07.24.258,Main,2022.2.5,59.1214668280049,
,,,,,,,,,,,,,,,,,1552.0587938999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
