Psubj,Attribute,Value,cond,Unique,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,distractor.thisRepN,distractor.thisTrialN,distractor.thisN,distractor.thisIndex,word,color,correct,rand,text.started,key_resp_4.started,text_instr.started,key_resp_4.keys,key_resp_4.rt,text_3.started,text_2.started,key_resp.started,text_4.started,key_resp.keys,key_resp.rt,key_resp_2.started,text_5.started,stopb.started,stopl.started,stopr.started,text_6.started,key_resp_2.keys,Stroop_response.keys,Stroop_response.rt,key_resp_2.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,10.847998800047208,13.859626100049354,13.859626100049354,space,2.4946213999646716,,,,,,,,,,,,,,,,,026852,001,2023-10-17_17h31.47.067,Main,2022.2.5,60.12592774299854,
1,est1,105,2,None,0,0,0,0,,,,,,,,,,,,,,19.243573900021147,19.243573900021147,19.243573900021147,19.243573900021147,['space'],[1.809479899937287],22.862720900040586,22.862720900040586,22.862720900040586,22.862720900040586,22.862720900040586,22.862720900040586,space,None,0.2689741998910904,0.49440689996117726,026852,001,2023-10-17_17h31.47.067,Main,2022.2.5,60.12592774299854,
1,est2,30,1,None,0,1,1,1,,,,,,,,,,,,,,23.539069600054063,23.539069600054063,23.539069600054063,23.539069600054063,['space'],[1.1006698998971842],24.6798073000391,24.6798073000391,24.6798073000391,24.6798073000391,24.6798073000391,24.6798073000391,space,None,,1.2855490999645554,026852,001,2023-10-17_17h31.47.067,Main,2022.2.5,60.12592774299854,
1,est3,120,1,None,0,2,2,2,,,,,,,,,,,,,,26.209497300034855,26.209497300034855,26.209497300034855,26.209497300034855,['space'],[3.4933395999250934],29.74193820002256,29.74193820002256,29.74193820002256,29.74193820002256,29.74193820002256,29.74193820002256,space,None,,1.2281806999235414,026852,001,2023-10-17_17h31.47.067,Main,2022.2.5,60.12592774299854,
,,,,,,,,,,,,,,,,,,,,,,31.234891000029165,31.234891000029165,31.234891000029165,31.234891000029165,,,,,,,,,,,,,,,,,,,
