Psubj,Attribute,Value,cond,Unique,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,distractor.thisRepN,distractor.thisTrialN,distractor.thisN,distractor.thisIndex,word,color,correct,rand,textbox.started,key_resp_9.started,textbox_2.started,polygon.started,key_resp_9.keys,key_resp_9.rt,key_resp_4.started,textbox_3.started,key_resp_4.keys,key_resp_4.rt,key_resp.started,text_4.started,text_2.started,text_3.started,key_resp.keys,key_resp.rt,key_resp_2.started,text_6.started,text_5.started,stopb.started,stopl.started,stopr.started,key_resp_2.keys,key_resp_2.rt,Stroop_response.keys,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,11.248138999999355,16.252872400000342,16.252872400000342,16.252872400000342,space,1.3008775999987847,,,,,,,,,,,,,,,,,,,,712213,001,2023-11-09_14h04.01.767,Main,2022.2.5,59.94621625392866,
,,,,,,,,,,,,,,,,,,,,,,,17.59279830000014,17.59279830000014,space,2.732880600000499,,,,,,,,,,,,,,,,712213,001,2023-11-09_14h04.01.767,Main,2022.2.5,59.94621625392866,
1,est1,105,0.0,None,0,0,0,0,,,,,,,,,,,,,,,,,,,23.553479300000618,23.553479300000618,23.553479300000618,23.553479300000618,['space'],[0.6091157000009844],25.378192399999534,25.378192399999534,25.378192399999534,25.378192399999534,25.378192399999534,25.378192399999534,space,0.4063784999998461,None,712213,001,2023-11-09_14h04.01.767,Main,2022.2.5,59.94621625392866,
,,,,,,,,,,,,,,,,,,,,,,,,,,,25.822332700001425,25.822332700001425,25.822332700001425,25.822332700001425,['space'],[0.5185873000009451],26.717601000000286,26.717601000000286,26.717601000000286,26.717601000000286,26.717601000000286,26.717601000000286,,,,,,,,,,
