Psubj,Attribute,Value,cond,Unique,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,distractor.thisRepN,distractor.thisTrialN,distractor.thisN,distractor.thisIndex,word,color,correct,rand,text.started,text.stopped,text_7.started,key_resp_9.started,key_resp_9.keys,key_resp_9.rt,key_resp_4.started,text_instr.started,key_resp_4.keys,key_resp_4.rt,text_3.started,text_2.started,key_resp.started,text_4.started,key_resp.keys,key_resp.rt,key_resp_2.started,text_5.started,stopb.started,stopl.started,stopr.started,text_6.started,key_resp_2.keys,key_resp_2.rt,Stroop_response.keys,participant,session,date,expName,psychopyVersion,frameRate,
1,est17,120,0.1,None,0,16,16,16,,,,,,,,,,,,,,,,,,,89.54819680005312,89.54819680005312,89.54819680005312,89.54819680005312,['space'],[0.29992529994342476],90.14468270004727,90.14468270004727,90.14468270004727,90.14468270004727,90.14468270004727,90.14468270004727,space,0.10707559995353222,None,988404,001,2023-10-19_18h20.32.022,Main,2022.2.5,60.000888047844974,
1,est18,105,0.0,None,0,17,17,17,,,,,,,,,,,,,,,,,,,90.28634740004782,90.28634740004782,90.28634740004782,90.28634740004782,['space'],[0.17004019999876618],90.68313729995862,90.68313729995862,90.68313729995862,90.68313729995862,90.68313729995862,90.68313729995862,space,0.15553410002030432,None,988404,001,2023-10-19_18h20.32.022,Main,2022.2.5,60.000888047844974,
1,est19,60,0.1,None,0,18,18,18,,,,,,,,,,,,,,,,,,,90.86455609998666,90.86455609998666,90.86455609998666,90.86455609998666,['space'],[0.16157689993269742],91.27153619995806,91.27153619995806,91.27153619995806,91.27153619995806,91.27153619995806,91.27153619995806,space,0.16385640006046742,None,988404,001,2023-10-19_18h20.32.022,Main,2022.2.5,60.000888047844974,
1,est20,60,0.1,None,0,19,19,19,,,,,,,,,,,,,,,,,,,91.50536029995419,91.50536029995419,91.50536029995419,91.50536029995419,['space'],[0.3090274999849498],92.05786169995554,92.05786169995554,92.05786169995554,92.05786169995554,92.05786169995554,92.05786169995554,space,0.019617400015704334,None,988404,001,2023-10-19_18h20.32.022,Main,2022.2.5,60.000888047844974,
1,est21,120,0.1,None,0,20,20,20,,,,,,,,,,,,,,,,,,,92.11206279997714,92.11206279997714,92.11206279997714,92.11206279997714,['space'],[0.5177762999664992],92.924522300018,92.924522300018,92.924522300018,92.924522300018,92.924522300018,92.924522300018,space,0.004636499914340675,None,988404,001,2023-10-19_18h20.32.022,Main,2022.2.5,60.000888047844974,
1,est22,120,0.0,None,0,21,21,21,,,,,,,,,,,,,,,,,,,93.02173130004667,93.02173130004667,93.02173130004667,93.02173130004667,['space'],[0.1570005000103265],93.45973400003277,93.45973400003277,93.45973400003277,93.45973400003277,93.45973400003277,93.45973400003277,space,0.16609399998560548,None,988404,001,2023-10-19_18h20.32.022,Main,2022.2.5,60.000888047844974,
1,est23,30,0.0,None,0,22,22,22,,,,,,,,,,,,,,,,,,,93.6576840999769,93.6576840999769,93.6576840999769,93.6576840999769,['space'],[0.19937259994912893],94.08707350003533,94.08707350003533,94.08707350003533,94.08707350003533,94.08707350003533,94.08707350003533,space,-0.008930700016207993,None,988404,001,2023-10-19_18h20.32.022,Main,2022.2.5,60.000888047844974,
1,est24,105,0.1,None,0,23,23,23,,,,,,,,,,,,,,,,,,,94.11229610000737,94.11229610000737,94.11229610000737,94.11229610000737,['space'],[0.19654959999024868],94.54740219993982,94.54740219993982,94.54740219993982,94.54740219993982,94.54740219993982,94.54740219993982,space,-0.02012780006043613,None,988404,001,2023-10-19_18h20.32.022,Main,2022.2.5,60.000888047844974,
1,est25,30,0.1,None,0,24,24,24,,,,,,,,,,,,,,,,,,,94.61098570004106,94.61098570004106,94.61098570004106,94.61098570004106,['space'],[0.13096780003979802],95.11524820001796,95.11524820001796,95.11524820001796,95.11524820001796,95.11524820001796,95.11524820001796,space,0.5247496999800205,None,988404,001,2023-10-19_18h20.32.022,Main,2022.2.5,60.000888047844974,
1,est26,60,0.0,None,0,25,25,25,,,,,,,,,,,,,,,,,,,95.74879220000003,95.74879220000003,95.74879220000003,95.74879220000003,['space'],[8.607606500037946],104.49968809995335,104.49968809995335,104.49968809995335,104.49968809995335,104.49968809995335,104.49968809995335,space,1.43977779999841,None,988404,001,2023-10-19_18h20.32.022,Main,2022.2.5,60.000888047844974,
1,est27,105,0.1,None,0,26,26,26,,,,,,,,,,,,,,,,,,,105.96113119996153,105.96113119996153,105.96113119996153,105.96113119996153,['space'],[0.36848449998069555],106.49164879997261,106.49164879997261,106.49164879997261,106.49164879997261,106.49164879997261,106.49164879997261,space,0.08489110006485134,None,988404,001,2023-10-19_18h20.32.022,Main,2022.2.5,60.000888047844974,
1,est28,60,0.1,None,0,27,27,27,,,,,,,,,,,,,,,,,,,106.67884199996479,106.67884199996479,106.67884199996479,106.67884199996479,['space'],[0.1202474000165239],106.96388940000907,106.96388940000907,106.96388940000907,106.96388940000907,106.96388940000907,106.96388940000907,space,0.02701560000423342,None,988404,001,2023-10-19_18h20.32.022,Main,2022.2.5,60.000888047844974,
1,est29,120,0.0,None,0,28,28,28,,,,,,,,,,,,,,,,,,,107.06139699998312,107.06139699998312,107.06139699998312,107.06139699998312,['space'],[0.16448230005335063],107.45680449996144,107.45680449996144,107.45680449996144,107.45680449996144,107.45680449996144,107.45680449996144,space,0.5028904000064358,None,988404,001,2023-10-19_18h20.32.022,Main,2022.2.5,60.000888047844974,
1,est30,30,0.0,None,0,29,29,29,,,,,,,,,,,,,,,,,,,107.99213350005448,107.99213350005448,107.99213350005448,107.99213350005448,['space'],[0.421296100015752],108.62432189995889,108.62432189995889,108.62432189995889,108.62432189995889,108.62432189995889,108.62432189995889,space,0.4133034000406042,None,988404,001,2023-10-19_18h20.32.022,Main,2022.2.5,60.000888047844974,
1,est31,60,0.0,None,0,30,30,30,,,,,,,,,,,,,,,,,,,109.05973740003537,109.05973740003537,109.05973740003537,109.05973740003537,['space'],[0.6276341000339016],109.83338840003125,109.83338840003125,109.83338840003125,109.83338840003125,109.83338840003125,109.83338840003125,space,0.36982739996165037,None,988404,001,2023-10-19_18h20.32.022,Main,2022.2.5,60.000888047844974,
1,est32,30,0.1,None,0,31,31,31,,,,,,,,,,,,,,,,,,,110.2245473000221,110.2245473000221,110.2245473000221,110.2245473000221,['space'],[0.43067229993175715],110.9019993999973,110.9019993999973,110.9019993999973,110.9019993999973,110.9019993999973,110.9019993999973,space,0.9535104000242427,None,988404,001,2023-10-19_18h20.32.022,Main,2022.2.5,60.000888047844974,
,,,,,,,,,,,,,,,,,111.93213710002601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
