Psubj,Attribute,Value,cond,Unique,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,distractor.thisRepN,distractor.thisTrialN,distractor.thisN,distractor.thisIndex,word,color,correct,rand,text.started,key_resp_4.started,text_instr.started,key_resp_4.keys,key_resp_4.rt,text_3.started,text_2.started,key_resp.started,text_4.started,key_resp.keys,key_resp.rt,key_resp_2.started,text_5.started,stopb.started,stopl.started,stopr.started,text_6.started,key_resp_2.keys,key_resp_2.rt,Stroop_response.keys,Stroop_response.rt,text.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,10.12994620000245,13.140297800011467,13.140297800011467,space,0.9557230999926105,,,,,,,,,,,,,,,,,,368735,001,2023-10-19_16h01.46.482,Main,2022.2.5,59.9517867688851,
1,est1,105,0.0,None,0,0,0,0,,,,,,,,,,,,,,18.236368699988816,18.236368699988816,18.236368699988816,18.236368699988816,['space'],[1.1523511999985203],20.496599700010847,20.496599700010847,20.496599700010847,20.496599700010847,20.496599700010847,20.496599700010847,space,23.77374040003633,None,,,368735,001,2023-10-19_16h01.46.482,Main,2022.2.5,59.9517867688851,
1,est2,30,0.1,None,0,1,1,1,,,,,,,,,,,,,,44.53780759999063,44.53780759999063,44.53780759999063,44.53780759999063,['space'],[0.80100840004161],45.387740699981805,45.387740699981805,45.387740699981805,45.387740699981805,45.387740699981805,45.387740699981805,space,1.9553796999971382,None,,,368735,001,2023-10-19_16h01.46.482,Main,2022.2.5,59.9517867688851,
1,est3,120,0.1,None,0,2,2,2,,,,,,,,,,,,,,47.53196539997589,47.53196539997589,47.53196539997589,47.53196539997589,['space'],[0.3399822000064887],91.70300440001301,91.70300440001301,91.70300440001301,91.70300440001301,91.70300440001301,91.70300440001301,space,1.6629487000172958,None,1.3047254000557587,,368735,001,2023-10-19_16h01.46.482,Main,2022.2.5,59.9517867688851,
1,est4,30,0.1,None,0,3,3,3,,,,,,,,,,,,,,93.70968460000586,93.70968460000586,93.70968460000586,93.70968460000586,['space'],[1.0432330999756232],94.79904000001261,94.79904000001261,94.79904000001261,94.79904000001261,94.79904000001261,94.79904000001261,space,1.8066313999588601,None,,,368735,001,2023-10-19_16h01.46.482,Main,2022.2.5,59.9517867688851,
1,est5,105,0.0,None,0,4,4,4,,,,,,,,,,,,,,96.93152089999057,96.93152089999057,96.93152089999057,96.93152089999057,['space'],[0.5592518000048585],97.54102689999854,97.54102689999854,97.54102689999854,97.54102689999854,97.54102689999854,97.54102689999854,space,3.6077444000402465,None,,,368735,001,2023-10-19_16h01.46.482,Main,2022.2.5,59.9517867688851,
1,est6,120,0.1,None,0,5,5,5,,,,,,,,,,,,,,101.48080319998553,101.48080319998553,101.48080319998553,101.48080319998553,['space'],[-0.15436939999926835],101.52468530001352,101.52468530001352,101.52468530001352,101.52468530001352,101.52468530001352,101.52468530001352,space,1.1298341999645345,None,,,368735,001,2023-10-19_16h01.46.482,Main,2022.2.5,59.9517867688851,
1,est7,120,0.0,None,0,6,6,6,,,,,,,,,,,,,,102.87622199999169,102.87622199999169,102.87622199999169,102.87622199999169,['space'],[0.49848130001919344],103.42263440001989,103.42263440001989,103.42263440001989,103.42263440001989,103.42263440001989,103.42263440001989,space,5.281867999990936,None,,,368735,001,2023-10-19_16h01.46.482,Main,2022.2.5,59.9517867688851,
1,est8,60,0.0,None,0,7,7,7,,,,,,,,,,,,,,109.02631779998774,109.02631779998774,109.02631779998774,109.02631779998774,['space'],[0.30826910003088415],109.37797159998445,109.37797159998445,109.37797159998445,109.37797159998445,109.37797159998445,109.37797159998445,space,1.4460352000314742,None,,,368735,001,2023-10-19_16h01.46.482,Main,2022.2.5,59.9517867688851,
1,est9,30,0.0,None,0,8,8,8,,,,,,,,,,,,,,111.17451159999473,111.17451159999473,111.17451159999473,111.17451159999473,['space'],[-0.05486520001431927],111.20626720000291,111.20626720000291,111.20626720000291,111.20626720000291,111.20626720000291,111.20626720000291,space,1.0473975000204518,None,,,368735,001,2023-10-19_16h01.46.482,Main,2022.2.5,59.9517867688851,
1,est10,60,0.0,None,0,9,9,9,,,,,,,,,,,,,,112.42946030001622,112.42946030001622,112.42946030001622,112.42946030001622,['space'],[0.11854360002325848],112.59553140000207,112.59553140000207,112.59553140000207,112.59553140000207,112.59553140000207,112.59553140000207,space,1.587236599996686,None,,,368735,001,2023-10-19_16h01.46.482,Main,2022.2.5,59.9517867688851,
1,est11,105,0.1,None,0,10,10,10,,,,,,,,,,,,,,114.40361069998471,114.40361069998471,114.40361069998471,114.40361069998471,['space'],[0.28818869998212904],114.74119839997729,114.74119839997729,114.74119839997729,114.74119839997729,114.74119839997729,114.74119839997729,space,1.1761020999983884,None,,,368735,001,2023-10-19_16h01.46.482,Main,2022.2.5,59.9517867688851,
1,est12,30,0.0,None,0,11,11,11,,,,,,,,,,,,,,116.10407750000013,116.10407750000013,116.10407750000013,116.10407750000013,['space'],[0.25481249997392297],116.39933049998945,116.39933049998945,116.39933049998945,116.39933049998945,116.39933049998945,116.39933049998945,space,9.889277299982496,None,,,368735,001,2023-10-19_16h01.46.482,Main,2022.2.5,59.9517867688851,
1,est13,60,0.1,None,0,12,12,12,,,,,,,,,,,,,,126.57669600000372,126.57669600000372,126.57669600000372,126.57669600000372,['space'],[0.8952070000232197],127.51803510001628,127.51803510001628,127.51803510001628,127.51803510001628,127.51803510001628,127.51803510001628,space,1.231016300036572,None,,,368735,001,2023-10-19_16h01.46.482,Main,2022.2.5,59.9517867688851,
1,est14,105,0.0,None,0,13,13,13,,,,,,,,,,,,,,129.09609040000942,129.09609040000942,129.09609040000942,129.09609040000942,['space'],[1.0482612999621779],130.18854669999564,130.18854669999564,130.18854669999564,130.18854669999564,130.18854669999564,130.18854669999564,space,1.194841800024733,None,,,368735,001,2023-10-19_16h01.46.482,Main,2022.2.5,59.9517867688851,
