Psubj,Attribute,Value,cond,Unique,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,distractor.thisRepN,distractor.thisTrialN,distractor.thisN,distractor.thisIndex,word,color,correct,rand,text.started,text_7.started,key_resp_9.started,key_resp_9.keys,key_resp_9.rt,key_resp_4.started,text_instr.started,key_resp_4.keys,key_resp_4.rt,text_3.started,text_2.started,key_resp.started,text_4.started,key_resp.keys,key_resp.rt,key_resp_2.started,text_5.started,stopb.started,stopl.started,stopr.started,text_6.started,key_resp_2.keys,key_resp_2.rt,Stroop_response.keys,Stroop_response.rt,participant,session,date,expName,psychopyVersion,frameRate,
1,est20,60,0.1,None,0,19,19,19,,,,,,,,,,,,,,,,,,864.3076008000644,864.3076008000644,864.3076008000644,864.3076008000644,['space'],[2.396907399990596],869.9476697000209,869.9476697000209,869.9476697000209,869.9476697000209,869.9476697000209,869.9476697000209,space,0.21718080004211515,None,0.07366170000750571,382763,001,2023-10-19_17h59.59.183,Main,2022.2.5,60.032910026297195,
1,est21,120,0.1,None,0,20,20,20,,,,,,,,,,,,,,,,,,870.2830925000599,870.2830925000599,870.2830925000599,870.2830925000599,['space'],[19.209985699970275],889.8876124999952,889.8876124999952,889.8876124999952,889.8876124999952,889.8876124999952,889.8876124999952,space,6.935611699940637,None,,382763,001,2023-10-19_17h59.59.183,Main,2022.2.5,60.032910026297195,
1,est22,120,0.0,None,0,21,21,21,,,,,,,,,,,,,,,,,,896.921720399987,896.921720399987,896.921720399987,896.921720399987,['space'],[0.848512600059621],898.1731734999921,898.1731734999921,898.1731734999921,898.1731734999921,898.1731734999921,898.1731734999921,space,5.6244444999611005,None,,382763,001,2023-10-19_17h59.59.183,Main,2022.2.5,60.032910026297195,
1,est23,30,0.0,None,0,22,22,22,,,,,,,,,,,,,,,,,,903.8387346999953,903.8387346999953,903.8387346999953,903.8387346999953,['space'],[2.3427937999367714],906.6405015999917,906.6405015999917,906.6405015999917,906.6405015999917,906.6405015999917,906.6405015999917,space,3.3954802999505773,None,,382763,001,2023-10-19_17h59.59.183,Main,2022.2.5,60.032910026297195,
1,est24,105,0.1,None,0,23,23,23,,,,,,,,,,,,,,,,,,910.0703630000353,910.0703630000353,910.0703630000353,910.0703630000353,['space'],[1.8678214999381453],985.0913029999938,985.0913029999938,985.0913029999938,985.0913029999938,985.0913029999938,985.0913029999938,space,0.3548509000102058,None,0.07196050009224564,382763,001,2023-10-19_17h59.59.183,Main,2022.2.5,60.032910026297195,
1,est25,30,0.1,None,0,24,24,24,,,,,,,,,,,,,,,,,,985.5436236000387,985.5436236000387,985.5436236000387,985.5436236000387,['space'],[0.8737749999854714],987.0482877000468,987.0482877000468,987.0482877000468,987.0482877000468,987.0482877000468,987.0482877000468,space,1.1530868998961523,None,,382763,001,2023-10-19_17h59.59.183,Main,2022.2.5,60.032910026297195,
1,est26,60,0.0,None,0,25,25,25,,,,,,,,,,,,,,,,,,988.2655668000225,988.2655668000225,988.2655668000225,988.2655668000225,['space'],[2.4741233000531793],991.019382599974,991.019382599974,991.019382599974,991.019382599974,991.019382599974,991.019382599974,space,2.356154500041157,None,,382763,001,2023-10-19_17h59.59.183,Main,2022.2.5,60.032910026297195,
1,est27,105,0.1,None,0,26,26,26,,,,,,,,,,,,,,,,,,993.41033470002,993.41033470002,993.41033470002,993.41033470002,['space'],[1.4868450000649318],996.7452616000082,996.7452616000082,996.7452616000082,996.7452616000082,996.7452616000082,996.7452616000082,space,0.44661149999592453,None,0.050288000027649105,382763,001,2023-10-19_17h59.59.183,Main,2022.2.5,60.032910026297195,
1,est28,60,0.1,None,0,27,27,27,,,,,,,,,,,,,,,,,,997.2373851999873,997.2373851999873,997.2373851999873,997.2373851999873,['space'],[0.5138743000570685],1000.0247263000347,1000.0247263000347,1000.0247263000347,1000.0247263000347,1000.0247263000347,1000.0247263000347,space,0.5792509999591857,None,1.1079125999240205,382763,001,2023-10-19_17h59.59.183,Main,2022.2.5,60.032910026297195,
,,,,,,,,,,,,,,,,,,,,,,,,,,1000.6668845000677,1000.6668845000677,1000.6668845000677,1000.6668845000677,['space'],[1.6564077000366524],1002.7052174999844,1002.7052174999844,1002.7052174999844,1002.7052174999844,1002.7052174999844,1002.7052174999844,,,,,,,,,,,
