38.5051 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [2560, 1440]. Using actual size
41.8095 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x000002035CE61400>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000002035DD596D0>, multiSample=False, name='window1', numSamples=2, pos=(0, 0), screen=0, size=array([2560, 1440]), stencilBits=0, stereo=False, units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
41.8100 	EXP 	window1: mouseVisible = True
41.8107 	EXP 	window1: mouseVisible = False
41.8108 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
41.8109 	EXP 	window1: recordFrameIntervals = False
41.9732 	EXP 	window1: recordFrameIntervals = True
42.1562 	EXP 	Screen (0) actual frame rate measured at 60.36Hz
42.1563 	EXP 	window1: recordFrameIntervals = False
45.1562 	EXP 	Created polygon = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-2.0, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([1, 1, 1]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=0.6, name='polygon', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.1, 0.1]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
45.6175 	EXP 	textbox: autoLog = True
45.6175 	EXP 	textbox_2: autoLog = True
45.6175 	EXP 	textbox_3: autoLog = True
45.6175 	EXP 	text_4: autoLog = True
45.6175 	EXP 	text_2: autoLog = True
45.6175 	EXP 	text_3: autoLog = True
45.6175 	EXP 	text_6: autoLog = True
45.6175 	EXP 	text_5: autoLog = True
45.6175 	EXP 	stopl: autoLog = True
45.6175 	EXP 	stopr: autoLog = True
45.6175 	EXP 	textbox: autoLog = True
45.6175 	EXP 	textbox: autoDraw = True
50.6202 	EXP 	textbox: autoDraw = False
50.6202 	EXP 	textbox_2: autoDraw = True
50.6202 	EXP 	polygon: autoDraw = True
53.2983 	DATA 	Keypress: space
53.3193 	EXP 	textbox_2: autoDraw = False
53.3193 	EXP 	polygon: autoDraw = False
53.3193 	EXP 	textbox_3: autoDraw = True
62.2247 	EXP 	Imported C:/Users/carelab/Desktop/Erik/resources/p1.csv as conditions, 32 conditions, 5 params
62.2253 	EXP 	Created sequence: sequential, trialTypes=32, nReps=1, seed=None
62.2257 	EXP 	New trial (rep=0, index=0): OrderedDict([('Psubj', 1), ('Attribute', 'est1'), ('Value', 105), ('cond', 0.0), ('Unique', None)])
62.2664 	DATA 	Keypress: space
62.2720 	EXP 	textbox_3: autoDraw = False
62.2720 	EXP 	text_4: autoDraw = True
62.2720 	EXP 	text_2: autoDraw = True
62.2720 	EXP 	text_3: autoDraw = True
63.7937 	DATA 	Keypress: space
64.7220 	EXP 	Imported C:/Users/carelab/Desktop/Erik/resources/stroop.xlsx as conditions, 72 conditions, 4 params
64.7236 	EXP 	Created sequence: random, trialTypes=72, nReps=25, seed=None
64.7240 	EXP 	New trial (rep=0, index=0): {'word': '蓝色', 'color': 'yellow', 'correct': 'y', 'rand': 0.05111265810493004}
64.8080 	EXP 	text_4: autoDraw = False
64.8080 	EXP 	text_2: autoDraw = False
64.8080 	EXP 	text_3: autoDraw = False
64.8080 	EXP 	text_6: foreColor = <psychopy.colors.Color: yellow, alpha=1.0>
64.8080 	EXP 	text_6: autoDraw = True
64.8080 	EXP 	text_5: autoDraw = True
64.8080 	EXP 	stopl: autoDraw = True
64.8080 	EXP 	stopr: autoDraw = True
66.1205 	DATA 	Keypress: space
66.1297 	EXP 	New trial (rep=0, index=1): OrderedDict([('Psubj', 1), ('Attribute', 'est2'), ('Value', 30), ('cond', 0.1), ('Unique', None)])
66.1578 	EXP 	text_6: autoDraw = False
66.1578 	EXP 	text_5: autoDraw = False
66.1578 	EXP 	stopl: autoDraw = False
66.1578 	EXP 	stopr: autoDraw = False
66.1578 	EXP 	text_4: autoDraw = True
66.1578 	EXP 	text_2: autoDraw = True
66.1578 	EXP 	text_3: autoDraw = True
66.7089 	DATA 	Keypress: space
66.9259 	EXP 	Sound sound_1 set volume 1.000
66.9325 	EXP 	Sound sound_1 started
66.9385 	EXP 	Imported C:/Users/carelab/Desktop/Erik/resources/stroop.xlsx as conditions, 72 conditions, 4 params
66.9401 	EXP 	Created sequence: random, trialTypes=72, nReps=25, seed=None
66.9404 	EXP 	New trial (rep=0, index=0): {'word': '蓝色', 'color': 'green', 'correct': 'g', 'rand': 0.08436955413810276}
66.9656 	EXP 	text_4: autoDraw = False
66.9656 	EXP 	text_2: autoDraw = False
66.9656 	EXP 	text_3: autoDraw = False
66.9656 	EXP 	text_6: foreColor = <psychopy.colors.Color: green, alpha=1.0>
66.9656 	EXP 	text_6: autoDraw = True
66.9656 	EXP 	text_5: autoDraw = True
66.9656 	EXP 	stopl: autoDraw = True
66.9656 	EXP 	stopr: autoDraw = True
70.6665 	DATA 	Keypress: r
70.6776 	EXP 	New trial (rep=0, index=1): {'word': '绿色', 'color': 'green', 'correct': 'g', 'rand': 0.7155933867717436}
70.7327 	EXP 	text_6: autoDraw = False
70.7327 	EXP 	text_5: autoDraw = False
70.7327 	EXP 	stopl: autoDraw = False
70.7327 	EXP 	stopr: autoDraw = False
70.7327 	EXP 	text_6: foreColor = <psychopy.colors.Color: green, alpha=1.0>
70.7327 	EXP 	text_6: autoDraw = True
70.7327 	EXP 	text_5: autoDraw = True
70.7327 	EXP 	stopl: autoDraw = True
70.7327 	EXP 	stopr: autoDraw = True
70.8679 	DATA 	Keypress: g
70.8756 	EXP 	New trial (rep=0, index=2): {'word': '蓝色', 'color': 'red', 'correct': 'r', 'rand': 0.13826034453314595}
70.8962 	EXP 	text_6: autoDraw = False
70.8962 	EXP 	text_5: autoDraw = False
70.8962 	EXP 	stopl: autoDraw = False
70.8962 	EXP 	stopr: autoDraw = False
70.8962 	EXP 	text_6: foreColor = <psychopy.colors.Color: red, alpha=1.0>
70.8962 	EXP 	text_6: autoDraw = True
70.8962 	EXP 	text_5: autoDraw = True
70.8962 	EXP 	stopl: autoDraw = True
70.8962 	EXP 	stopr: autoDraw = True
71.0924 	DATA 	Keypress: r
