Psubj,Attribute,Value,cond,Unique,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,distractor.thisRepN,distractor.thisTrialN,distractor.thisN,distractor.thisIndex,word,color,correct,rand,text.started,text.stopped,text_7.started,key_resp_9.started,key_resp_9.keys,key_resp_9.rt,key_resp_4.started,text_instr.started,key_resp_4.keys,key_resp_4.rt,text_3.started,text_2.started,key_resp.started,text_4.started,key_resp.keys,key_resp.rt,key_resp_2.started,text_5.started,stopb.started,stopl.started,stopr.started,text_6.started,key_resp_2.keys,key_resp_2.rt,Stroop_response.keys,Stroop_response.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,17.057206299970858,20.059538100031205,20.059538100031205,20.059538100031205,space,21.721513899974525,,,,,,,,,,,,,,,,,,,,,106613,001,2023-10-19_17h30.03.529,Main,2022.2.5,60.13955986111409,
,,,,,,,,,,,,,,,,,,,,,,,41.80372329999227,41.80372329999227,space,2.939865199965425,,,,,,,,,,,,,,,,,106613,001,2023-10-19_17h30.03.529,Main,2022.2.5,60.13955986111409,
1,est1,105,0.0,None,0,0,0,0,,,,,,,,,,,,,,,,,,,47.65574960003141,47.65574960003141,47.65574960003141,47.65574960003141,['space'],[2.040584999951534],52.11052430002019,52.11052430002019,52.11052430002019,52.11052430002019,52.11052430002019,52.11052430002019,space,2.2337930999929085,None,,106613,001,2023-10-19_17h30.03.529,Main,2022.2.5,60.13955986111409,
1,est2,30,0.1,None,0,1,1,1,,,,,,,,,,,,,,,,,,,54.36883040005341,54.36883040005341,54.36883040005341,54.36883040005341,['space'],[0.6323115000268444],70.49246710003354,70.49246710003354,70.49246710003354,70.49246710003354,70.49246710003354,70.49246710003354,space,1.3689460000023246,None,0.36080370005220175,106613,001,2023-10-19_17h30.03.529,Main,2022.2.5,60.13955986111409,
1,est3,120,0.1,None,0,2,2,2,,,,,,,,,,,,,,,,,,,72.14832220005337,72.14832220005337,72.14832220005337,72.14832220005337,['space'],[0.9426055999938399],73.28164369997103,73.28164369997103,73.28164369997103,73.28164369997103,73.28164369997103,73.28164369997103,space,0.7817254000110552,None,,106613,001,2023-10-19_17h30.03.529,Main,2022.2.5,60.13955986111409,
1,est4,30,0.1,None,0,3,3,3,,,,,,,,,,,,,,,,,,,74.67412390001118,74.67412390001118,74.67412390001118,74.67412390001118,['space'],[1.6809302000328898],76.81547669996507,76.81547669996507,76.81547669996507,76.81547669996507,76.81547669996507,76.81547669996507,space,2.1708644999889657,None,,106613,001,2023-10-19_17h30.03.529,Main,2022.2.5,60.13955986111409,
,,,,,,,,,,,,,,,,,,,,,,,,,,,79.33801040006801,79.33801040006801,79.33801040006801,79.33801040006801,,,,,,,,,,,,,,,,,,,
