trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Participant1,Participant2,Participant3,Participant4,Participant5,Participant6,Participant7,Participant8,Participant9,Participant10,Participant11,Participant12,Participant13,Participant14,Participant15,Participant16,Participant17,Participant18,Participant19,Participant20,Participant21,Participant22,Participant23,Participant24,Participant25,Participant26,text_instr.started,image_next.started,mouse.started,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,text_3.started,text_2.started,key_resp.started,text_4.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.555732100008754,34.555732100008754,2.990000939462334e-05,[0.6048611111111111],[-0.3888888888888889],[1],[0],[0],[12.757110999998986],['image_next'],,,,,,001,2023-09-28_15h18.19.548,untitled,2022.2.5,60.02602728620632,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.30345250001119,47.30345250001119,47.30345250001119,47.30345250001119,,,,,,,
