Participant1,Participant2,Participant3,Participant4,Participant5,Participant6,Participant7,Participant8,Participant9,Participant10,Participant11,Participant12,Participant13,Participant14,Participant15,Participant16,Participant17,Participant18,Participant19,Participant20,Participant21,Participant22,Participant23,Participant24,Participant25,Participant26,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text_instr.started,image_next.started,mouse.started,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,text_3.started,text_2.started,key_resp.started,text_4.started,key_resp.keys,key_resp.rt,key_resp_2.started,sound_1.started,text_5.started,key_resp_2.keys,key_resp_2.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.169597799991607,13.169597799991607,3.470000228844583e-05,[0.5875],[-0.3923611111111111],[1],[0],[0],[1.3204947000049287],['image_next'],,,,,,,,,,,,,001,2023-09-28_14h37.33.399,untitled,2022.2.5,59.90624672308668,
30,30,105,105,60,120,120,120,105,60,105,60,30,60,120,30,30,30,105,105,60,120,120,120,105,60,0,0,0,0,,,,,,,,,,,14.479223399990587,14.479223399990587,14.479223399990587,14.479223399990587,space,0.8444316000095569,15.435974299994996,15.438552839990006,15.435974299994996,space,8.675142599997343,,001,2023-09-28_14h37.33.399,untitled,2022.2.5,59.90624672308668,
30,105,105,60,120,120,120,105,60,105,60,30,60,120,30,30,30,105,105,60,120,120,120,105,60,105,0,1,1,1,,,,,,,,,,,24.135950500000035,24.135950500000035,24.135950500000035,24.135950500000035,space,0.7225598000077298,24.964269899995998,24.969208439989597,24.964269899995998,space,5.098562800005311,,001,2023-09-28_14h37.33.399,untitled,2022.2.5,59.90624672308668,
30,30,30,105,105,60,120,120,120,105,60,105,60,30,60,120,30,30,30,105,105,60,120,120,120,105,0,2,2,2,,,,,,,,,,,30.084207199994125,30.084207199994125,30.084207199994125,30.084207199994125,space,6.662835399998585,36.8443993999972,36.84921823999612,36.8443993999972,space,1.0997136999940267,,001,2023-09-28_14h37.33.399,untitled,2022.2.5,59.90624672308668,
105,105,60,120,120,120,105,60,105,60,30,60,120,30,30,30,105,105,60,120,120,120,105,60,105,60,0,3,3,3,,,,,,,,,,,37.96510339999804,37.96510339999804,37.96510339999804,37.96510339999804,space,0.9153246999921976,38.97763729999133,38.98129773998808,38.97763729999133,space,0.8934785999881569,,001,2023-09-28_14h37.33.399,untitled,2022.2.5,59.90624672308668,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.8978008999984,39.8978008999984,39.8978008999984,39.8978008999984,,,,,,,,,,,,,,
