trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Participant1,Participant2,Participant3,Participant4,Participant5,Participant6,Participant7,Participant8,Participant9,Participant10,Participant11,Participant12,Participant13,Participant14,Participant15,Participant16,Participant17,Participant18,Participant19,Participant20,Participant21,Participant22,Participant23,Participant24,Participant25,Participant26,text_instr.started,image_next.started,mouse.started,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,text_3.started,text_2.started,key_resp.started,text_4.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.279440999991493,14.279440999991493,2.7700007194653153e-05,[0.5909722222222222],[-0.4],[1],[0],[0],[13.460441599992919],['image_next'],,,,,,001,2023-09-28_14h15.35.919,untitled,2022.2.5,59.96645476283746,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.728492499998538,27.728492499998538,27.728492499998538,27.728492499998538,,,,,,,
