trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Participant1,Participant2,Participant3,Participant4,Participant5,Participant6,Participant7,Participant8,Participant9,Participant10,Participant11,Participant12,Participant13,Participant14,Participant15,Participant16,Participant17,Participant18,Participant19,Participant20,Participant21,Participant22,Participant23,Participant24,Participant25,Participant26,text_instr.started,image_instr1.started,image_instr2.started,image_illus.started,image_next.started,mouse.started,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,text_3.started,text_2.started,key_resp.started,text_4.started,key_resp.keys,key_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.916974700001447,16.916974700001447,16.916974700001447,16.916974700001447,16.916974700001447,6.960000064282212e-05,[0.5708333333333333],[-0.3715277777777778],[1],[0],[0],[2.1924992999993265],['image_next'],,,,,,,,001,2023-09-27_20h21.52.574,untitled,2022.2.5,59.49469961726621,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.089559400001235,19.089559400001235,19.089559400001235,19.089559400001235,space,0.9512648999989324,,,,,,,
