trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Participant1,Participant2,Participant3,Participant4,Participant5,Participant6,Participant7,Participant8,Participant9,Participant10,Participant11,Participant12,Participant13,Participant14,Participant15,Participant16,Participant17,Participant18,Participant19,Participant20,Participant21,Participant22,Participant23,Participant24,Participant25,Participant26,text_instr.started,image_instr1.started,image_instr2.started,image_illus.started,image_next.started,mouse.started,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,text_3.started,text_2.started,key_resp.started,text_4.started,key_resp.keys,key_resp.rt,key_resp_2.started,text_5.started,sound_1.started,text_12.started,text_13.started,text_8.started,text_9.started,text_5.stopped,text_12.stopped,text_13.stopped,text_8.stopped,text_9.stopped,text_6.started,text_6.stopped,text_7.started,text_7.stopped,text_10.started,text_11.started,text_10.stopped,text_11.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.521038000006229,14.521038000006229,14.521038000006229,14.521038000006229,14.521038000006229,5.390000296756625e-05,[0.5916666666666667],[-0.39791666666666664],[1],[0],[0],[6.406374899990624],['image_next'],,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2023-09-28_14h11.06.243,untitled,2022.2.5,59.9601265124048,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.90607130000717,20.90607130000717,20.90607130000717,20.90607130000717,space,1.4212675000017043,22.42565229999309,22.42565229999309,22.427941220009235,22.42565229999309,22.42565229999309,22.42565229999309,22.42565229999309,23.427665600000182,26.42626019999443,26.42626019999443,26.42626019999443,26.42626019999443,27.34281390000251,28.34246610000264,34.34072140000353,35.34058259999438,40.33873790000507,40.33873790000507,42.338288300001295,42.338288300001295,,,,,,,
