trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Participant1,Participant2,Participant3,Participant4,Participant5,Participant6,Participant7,Participant8,Participant9,Participant10,Participant11,Participant12,Participant13,Participant14,Participant15,Participant16,Participant17,Participant18,Participant19,Participant20,Participant21,Participant22,Participant23,Participant24,Participant25,Participant26,text_instr.started,image_next.started,mouse.started,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,text_3.started,text_2.started,key_resp.started,text_4.started,key_resp.keys,key_resp.rt,key_resp_2.started,sound_1.started,text_5.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.258017300002393,21.258017300002393,3.9699996705166996e-05,[0.6048611111111111],[-0.39652777777777776],[1],[0],[0],[2.3088036000117427],['image_next'],,,,,,,,,,,001,2023-09-28_15h04.43.262,untitled,2022.2.5,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.54680159999407,23.54680159999407,23.54680159999407,23.54680159999407,space,0.8513381000084337,24.662840500008315,24.529002866662147,24.662840500008315,,,,,,,
