trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Participant1,Participant2,Participant3,Participant4,Participant5,Participant6,Participant7,Participant8,Participant9,Participant10,Participant11,Participant12,Participant13,Participant14,Participant15,Participant16,Participant17,Participant18,Participant19,Participant20,Participant21,Participant22,Participant23,Participant24,Participant25,Participant26,text_instr.started,image_next.started,mouse.started,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,text_3.started,text_2.started,key_resp.started,text_4.started,key_resp.keys,key_resp.rt,key_resp_2.started,sound_1.started,text_5.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.349151500005974,11.349151500005974,2.710000262595713e-05,[0.5777777777777777],[-0.3951388888888889],[1],[0],[0],[2.1405683000048157],['image_next'],,,,,,,,,,,001,2023-09-28_16h19.20.808,untitled,2022.2.5,59.98875810667872,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.480796500007273,13.480796500007273,13.480796500007273,13.480796500007273,space,1.4899328999890713,,15.085728940012633,,,,,,,,
