1.4103 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
8.2534 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [2560, 1440]. Using actual size
10.8048 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001FA189713D0>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000001FA1A8486A0>, multiSample=False, name='window1', numSamples=2, pos=(0, 0), screen=0, size=array([2560, 1440]), stencilBits=0, stereo=False, units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
10.8050 	EXP 	window1: mouseVisible = True
10.8053 	EXP 	window1: mouseVisible = False
10.8054 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
10.8054 	EXP 	window1: recordFrameIntervals = False
10.9705 	EXP 	window1: recordFrameIntervals = True
11.1538 	EXP 	Screen (0) actual frame rate measured at 60.08Hz
11.1539 	EXP 	window1: recordFrameIntervals = False
12.9025 	EXP 	Created text_instr = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Comic Sans', fontFiles=[], height=0.04, italic=False, languageStyle='LTR', name='text_instr', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
12.9138 	EXP 	Created image_next = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='next.png', interpolate=True, mask=None, maskParams=None, name='image_next', opacity=1.0, ori=0.0, pos=array([ 0.6, -0.4]), size=array([0.11319444, 0.06736111]), texRes=128.0, units='height', win=Window(...))
12.9141 	EXP 	window1: mouseVisible = True
12.9277 	EXP 	Created text_3 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_3', opacity=1.0, ori=0.0, pos=array([0. , 0.3]), rgb=UNKNOWN, text='The amount of seconds you have to estimate is ', units='height', win=Window(...), wrapWidth=1)
12.9284 	EXP 	Created text_2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_2', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
12.9361 	EXP 	Created text_4 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=-3.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_4', opacity=1.0, ori=0.0, pos=array([ 0. , -0.2]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
13.0349 	EXP 	Sound sound_1 set volume 1.000
13.0364 	EXP 	Created text_5 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_5', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
13.0687 	EXP 	text_instr: autoDraw = True
13.0687 	EXP 	image_next: autoDraw = True
15.1365 	DATA 	Mouse: Left button down, pos=(2129,142)
15.1458 	EXP 	Imported C:/Users/carelab/Desktop/Erik/resources/Lsquare.csv as conditions, 16 conditions, 26 params
15.1462 	EXP 	Created sequence: sequential, trialTypes=16, nReps=1, seed=None
15.1467 	EXP 	New trial (rep=0, index=0): OrderedDict([('Participant1', 30), ('Participant2', 30), ('Participant3', 105), ('Participant4', 105), ('Participant5', 60), ('Participant6', 120), ('Participant7', 120), ('Participant8', 120), ('Participant9', 105), ('Participant10', 60), ('Participant11', 105), ('Participant12', 60), ('Participant13', 30), ('Participant14', 60), ('Participant15', 120), ('Participant16', 30), ('Participant17', 30), ('Participant18', 30), ('Participant19', 105), ('Participant20', 105), ('Participant21', 60), ('Participant22', 120), ('Participant23', 120), ('Participant24', 120), ('Participant25', 105), ('Participant26', 60)])
15.1594 	EXP 	text_instr: autoDraw = False
15.1594 	EXP 	image_next: autoDraw = False
15.1594 	EXP 	text_2: height = 0.05
15.1594 	EXP 	text_2: height = 0.05
15.1594 	EXP 	text_2: height = 0.05
15.1594 	EXP 	text_2: text = 30
15.1594 	EXP 	text_3: autoDraw = True
15.1594 	EXP 	text_2: autoDraw = True
15.1594 	EXP 	text_4: autoDraw = True
15.2044 	DATA 	Mouse:  Left button up, pos=(2129,142)
16.1952 	DATA 	Keypress: space
16.2000 	EXP 	text_3: autoDraw = False
16.2000 	EXP 	text_2: autoDraw = False
16.2000 	EXP 	text_4: autoDraw = False
16.2000 	EXP 	text_5: autoDraw = True
16.2000 	EXP 	text_5: height = 0.05
16.2000 	EXP 	text_5: height = 0.05
16.2000 	EXP 	text_5: height = 0.05
16.2000 	EXP 	text_5: text = 30
16.2082 	EXP 	text_5: height = 0.05
16.2082 	EXP 	text_5: height = 0.05
16.2082 	EXP 	text_5: height = 0.05
16.2082 	EXP 	text_5: text = 30
16.2195 	EXP 	text_5: height = 0.05
16.2195 	EXP 	text_5: height = 0.05
16.2195 	EXP 	text_5: height = 0.05
16.2195 	EXP 	text_5: text = 30
16.2355 	EXP 	text_5: height = 0.05
16.2355 	EXP 	text_5: height = 0.05
16.2355 	EXP 	text_5: height = 0.05
16.2355 	EXP 	text_5: text = 30
16.2524 	EXP 	text_5: height = 0.05
16.2524 	EXP 	text_5: height = 0.05
16.2524 	EXP 	text_5: height = 0.05
16.2524 	EXP 	text_5: text = 30
16.2685 	EXP 	text_5: height = 0.05
16.2685 	EXP 	text_5: height = 0.05
16.2685 	EXP 	text_5: height = 0.05
16.2685 	EXP 	text_5: text = 30
16.2851 	EXP 	text_5: height = 0.05
16.2851 	EXP 	text_5: height = 0.05
16.2851 	EXP 	text_5: height = 0.05
16.2851 	EXP 	text_5: text = 30
16.3016 	EXP 	text_5: height = 0.05
16.3016 	EXP 	text_5: height = 0.05
16.3016 	EXP 	text_5: height = 0.05
16.3016 	EXP 	text_5: text = 30
16.3186 	EXP 	text_5: height = 0.05
16.3186 	EXP 	text_5: height = 0.05
16.3186 	EXP 	text_5: height = 0.05
16.3186 	EXP 	text_5: text = 30
16.3357 	EXP 	text_5: height = 0.05
16.3357 	EXP 	text_5: height = 0.05
16.3357 	EXP 	text_5: height = 0.05
16.3357 	EXP 	text_5: text = 30
16.3520 	EXP 	text_5: height = 0.05
16.3520 	EXP 	text_5: height = 0.05
16.3520 	EXP 	text_5: height = 0.05
16.3520 	EXP 	text_5: text = 30
16.3685 	EXP 	text_5: height = 0.05
16.3685 	EXP 	text_5: height = 0.05
16.3685 	EXP 	text_5: height = 0.05
16.3685 	EXP 	text_5: text = 30
16.3854 	EXP 	text_5: height = 0.05
16.3854 	EXP 	text_5: height = 0.05
16.3854 	EXP 	text_5: height = 0.05
16.3854 	EXP 	text_5: text = 30
16.4021 	EXP 	text_5: height = 0.05
16.4021 	EXP 	text_5: height = 0.05
16.4021 	EXP 	text_5: height = 0.05
16.4021 	EXP 	text_5: text = 30
16.4183 	EXP 	text_5: height = 0.05
16.4183 	EXP 	text_5: height = 0.05
16.4183 	EXP 	text_5: height = 0.05
16.4183 	EXP 	text_5: text = 30
16.4350 	EXP 	text_5: height = 0.05
16.4350 	EXP 	text_5: height = 0.05
16.4350 	EXP 	text_5: height = 0.05
16.4350 	EXP 	text_5: text = 30
16.4515 	EXP 	text_5: height = 0.05
