trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Participant1,Participant2,Participant3,Participant4,Participant5,Participant6,Participant7,Participant8,Participant9,Participant10,Participant11,Participant12,Participant13,Participant14,Participant15,Participant16,Participant17,Participant18,Participant19,Participant20,Participant21,Participant22,Participant23,Participant24,Participant25,Participant26,text_instr.started,image_instr1.started,image_instr2.started,image_illus.started,image_next.started,mouse.started,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,text_3.started,text_2.started,key_resp.started,text_4.started,key_resp.keys,key_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.78147259999969,63.78147259999969,63.78147259999969,63.78147259999969,63.78147259999969,6.380000013450626e-05,[0.5743055555555555],[-0.40208333333333335],[1],[0],[0],[1.4984463000000687],['image_next'],,,,,,,0,001,2023-09-27_20h23.16.759,untitled,2022.2.5,60.04743747549953,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.26250280000022,65.26250280000022,65.26250280000022,65.26250280000022,space,1.3474511000003986,,,,,,,
