trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Participant1,Participant2,Participant3,Participant4,Participant5,Participant6,Participant7,Participant8,Participant9,Participant10,Participant11,Participant12,Participant13,Participant14,Participant15,Participant16,Participant17,Participant18,Participant19,Participant20,Participant21,Participant22,Participant23,Participant24,Participant25,Participant26,text_instr.started,image_next.started,mouse.started,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,text_3.started,text_2.started,key_resp.started,text_4.started,key_resp.keys,key_resp.rt,key_resp_2.started,sound_1.started,text_5.started,stopb.started,stopl.started,stopr.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.305363100007526,11.305363100007526,2.9999995604157448e-05,[0.6055555555555555],[-0.3972222222222222],[1],[0],[0],[1.6436818000074709],['image_next'],,,,,,,,,,,,,,001,2023-09-28_16h51.58.597,untitled,2022.2.5,60.0883539185813,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.90974040000583,12.90974040000583,12.90974040000583,12.90974040000583,space,1.6397540999896592,14.783325500000501,14.764309860015054,14.783325500000501,14.783325500000501,14.783325500000501,14.783325500000501,,,,,,,
