trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Participant1,Participant2,Participant3,Participant4,Participant5,Participant6,Participant7,Participant8,Participant9,Participant10,Participant11,Participant12,Participant13,Participant14,Participant15,Participant16,Participant17,Participant18,Participant19,Participant20,Participant21,Participant22,Participant23,Participant24,Participant25,Participant26,distractor.thisRepN,distractor.thisTrialN,distractor.thisN,distractor.thisIndex,word,color,correct,text_instr.started,image_next.started,mouse.started,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,text_3.started,text_2.started,key_resp.started,text_4.started,key_resp.keys,key_resp.rt,key_resp_2.started,sound_1.started,text_5.started,stopb.started,stopl.started,stopr.started,text_6.started,key_resp_3.started,key_resp_2.keys,key_resp_2.rt,key_resp_3.keys,key_resp_3.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.084368199997698,11.084368199997698,2.8399997972883284e-05,[0.6277777777777778],[-0.3972222222222222],[1],[0],[0],[14.07717109999794],['image_next'],,,,,,,,,,,,,,,,,,,,001,2023-09-28_18h36.47.224,untitled,2022.2.5,60.331279049081836,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.15257410000777,25.15257410000777,25.15257410000777,25.15257410000777,space,35.545180899993284,176.7202025000006,176.70543254000077,176.7202025000006,176.7202025000006,176.7202025000006,176.7202025000006,176.7202025000006,176.7202025000006,space,1.425175099997432,None,65.23682620000909,,,,,,,
