Participant1,Participant2,Participant3,Participant4,Participant5,Participant6,Participant7,Participant8,Participant9,Participant10,Participant11,Participant12,Participant13,Participant14,Participant15,Participant16,Participant17,Participant18,Participant19,Participant20,Participant21,Participant22,Participant23,Participant24,Participant25,Participant26,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text_instr.started,image_next.started,mouse.started,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,text_3.started,text_2.started,key_resp.started,text_4.started,key_resp.keys,key_resp.rt,key_resp_2.started,sound_1.started,text_5.started,key_resp_2.keys,key_resp_2.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.932428900006926,12.932428900006926,2.720000338740647e-05,[0.6104166666666667],[-0.38125],[1],[0],[0],[2.529626499992446],['image_next'],,,,,,,,,,,,,001,2023-09-28_14h47.36.650,untitled,2022.2.5,59.884686050634826,
30,30,105,105,60,120,120,120,105,60,105,60,30,60,120,30,30,30,105,105,60,120,120,120,105,60,0,0,0,0,,,,,,,,,,,15.451728800006094,15.451728800006094,15.451728800006094,15.451728800006094,space,0.7544200999982422,16.308422600006452,16.31194153999386,16.308422600006452,space,60.952869699991425,,001,2023-09-28_14h47.36.650,untitled,2022.2.5,59.884686050634826,
30,105,105,60,120,120,120,105,60,105,60,30,60,120,30,30,30,105,105,60,120,120,120,105,60,105,0,1,1,1,,,,,,,,,,,77.29318510000303,77.29318510000303,77.29318510000303,77.29318510000303,space,3.666770499999984,81.0706829999981,81.0753531400056,81.0706829999981,space,16.944051099999342,,001,2023-09-28_14h47.36.650,untitled,2022.2.5,59.884686050634826,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.03669160000572,98.03669160000572,98.03669160000572,98.03669160000572,,,,,,,,,,,,,,
