trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Participant1,Participant2,Participant3,Participant4,Participant5,Participant6,Participant7,Participant8,Participant9,Participant10,Participant11,Participant12,Participant13,Participant14,Participant15,Participant16,Participant17,Participant18,Participant19,Participant20,Participant21,Participant22,Participant23,Participant24,Participant25,Participant26,stroop.thisRepN,stroop.thisTrialN,stroop.thisN,stroop.thisIndex,word,color,correct,text_instr.started,image_next.started,mouse.started,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,text_3.started,text_2.started,key_resp.started,text_4.started,key_resp.keys,key_resp.rt,key_resp_2.started,sound_1.started,text_5.started,stopb.started,stopl.started,stopr.started,text_6.started,key_resp_3.started,key_resp_2.keys,key_resp_3.keys,key_resp_3.rt,key_resp_2.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.34487819999049,13.34487819999049,2.9199989512562752e-05,[0.5888888888888889],[-0.3819444444444444],[1],[0],[0],[1.391747800007579],['image_next'],,,,,,,,,,,,,,,,,,,,001,2023-09-28_17h39.55.894,untitled,2022.2.5,59.551777590442164,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.727210999990348,14.727210999990348,14.727210999990348,14.727210999990348,space,3.3806462999928044,76.69366190000437,76.68493453999982,76.69366190000437,76.69366190000437,76.69366190000437,76.69366190000437,76.69366190000437,76.69366190000437,None,r,0.0837273999932222,3.4787429999996675,,,,,,,
