Participant1,Participant2,Participant3,Participant4,Participant5,Participant6,Participant7,Participant8,Participant9,Participant10,Participant11,Participant12,Participant13,Participant14,Participant15,Participant16,Participant17,Participant18,Participant19,Participant20,Participant21,Participant22,Participant23,Participant24,Participant25,Participant26,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text_instr.started,image_next.started,mouse.started,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,text_3.started,text_2.started,key_resp.started,text_4.started,key_resp.keys,key_resp.rt,key_resp_2.started,sound_1.started,text_5.started,key_resp_2.keys,key_resp_2.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.308536500000628,11.308536500000628,2.9400005587376654e-05,[0.575],[-0.4027777777777778],[1],[0],[0],[1.087315299999318],['image_next'],,,,,,,,,,,,,001,2023-09-28_15h05.23.526,untitled,2022.2.5,59.771934210812006,
30,30,105,105,60,120,120,120,105,60,105,60,30,60,120,30,30,30,105,105,60,120,120,120,105,60,0,0,0,0,,,,,,,,,,,12.38647789999959,12.38647789999959,12.38647789999959,12.38647789999959,space,1.0513811000128044,13.54638139999588,13.543430619986612,13.54638139999588,space,47.31968400001642,,001,2023-09-28_15h05.23.526,untitled,2022.2.5,59.771934210812006,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.895458099999814,60.895458099999814,60.895458099999814,60.895458099999814,space,0.871158000009018,61.87678729998879,61.87896741999138,61.87678729998879,,,,,,,,,
