Participant1,Participant2,Participant3,Participant4,Participant5,Participant6,Participant7,Participant8,Participant9,Participant10,Participant11,Participant12,Participant13,Participant14,Participant15,Participant16,Participant17,Participant18,Participant19,Participant20,Participant21,Participant22,Participant23,Participant24,Participant25,Participant26,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text_instr.started,image_next.started,mouse.started,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,text_3.started,text_2.started,key_resp.started,text_4.started,key_resp.keys,key_resp.rt,key_resp_2.started,sound_1.started,text_5.started,key_resp_2.keys,key_resp_2.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.92791220000072,9.92791220000072,2.8800001018680632e-05,[0.6263888888888889],[-0.3840277777777778],[1],[0],[0],[1.49303109999164],['image_next'],,,,,,,,,,,,,001,2023-09-28_15h09.21.727,untitled,2022.2.5,60.22354981723353,
30,30,105,105,60,120,120,120,105,60,105,60,30,60,120,30,30,30,105,105,60,120,120,120,105,60,0,0,0,0,,,,,,,,,,,11.412309399995138,11.412309399995138,11.412309399995138,11.412309399995138,space,0.9671629999938887,12.495760200006771,12.485228839996854,12.495760200006771,space,48.307727699997486,,001,2023-09-28_15h09.21.727,untitled,2022.2.5,60.22354981723353,
30,105,105,60,120,120,120,105,60,105,60,30,60,120,30,30,30,105,105,60,120,120,120,105,60,105,0,1,1,1,,,,,,,,,,,60.821132600001874,60.821132600001874,60.821132600001874,60.821132600001874,space,0.6175493000046117,61.55156710000301,61.55318973998946,61.55156710000301,space,3.94446230000176,,001,2023-09-28_15h09.21.727,untitled,2022.2.5,60.22354981723353,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.51859120000154,65.51859120000154,65.51859120000154,65.51859120000154,,,,,,,,,,,,,,
