trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Participant1,Participant2,Participant3,Participant4,Participant5,Participant6,Participant7,Participant8,Participant9,Participant10,Participant11,Participant12,Participant13,Participant14,Participant15,Participant16,Participant17,Participant18,Participant19,Participant20,Participant21,Participant22,Participant23,Participant24,Participant25,Participant26,text_instr.started,image_next.started,mouse.started,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,text_3.started,text_2.started,key_resp.started,text_4.started,key_resp.keys,key_resp.rt,key_resp_2.started,sound_1.started,text_5.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.065297600012855,11.065297600012855,4.269999044481665e-05,[0.5541666666666667],[-0.4013888888888889],[1],[0],[0],[1.0202573999995366],['image_next'],,,,,,,,,,,001,2023-09-28_14h53.38.298,untitled,2022.2.5,60.07405929950005,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.097392000010586,12.097392000010586,12.097392000010586,12.097392000010586,space,0.670155399988289,12.880290700006299,12.880162400007247,12.880290700006299,,,,,,,
