Participant1,Participant2,Participant3,Participant4,Participant5,Participant6,Participant7,Participant8,Participant9,Participant10,Participant11,Participant12,Participant13,Participant14,Participant15,Participant16,Participant17,Participant18,Participant19,Participant20,Participant21,Participant22,Participant23,Participant24,Participant25,Participant26,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text_instr.started,image_next.started,mouse.started,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,text_3.started,text_2.started,key_resp.started,text_4.started,key_resp.keys,key_resp.rt,key_resp_2.started,sound_1.started,text_5.started,stopb.started,stopl.started,stopr.started,key_resp_2.keys,key_resp_2.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.593689500004984,11.593689500004984,2.750000567175448e-05,[0.6138888888888889],[-0.39791666666666664],[1],[0],[0],[2.3394454999943264],['image_next'],,,,,,,,,,,,,,,0,001,2023-09-28_16h36.50.852,untitled,2022.2.5,59.987822470098386,
30,30,105,105,60,120,120,120,105,60,105,60,30,60,120,30,30,30,105,105,60,120,120,120,105,60,0,0,0,0,,,,,,,,,,,13.921206200000597,13.921206200000597,13.921206200000597,13.921206200000597,space,1.8091270000004442,15.899350299994694,15.89489494999434,15.899350299994694,15.899350299994694,15.899350299994694,15.899350299994694,space,66.78677659999812,0,001,2023-09-28_16h36.50.852,untitled,2022.2.5,59.987822470098386,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.72164370000246,82.72164370000246,82.72164370000246,82.72164370000246,space,1.8682035999954678,84.7016067999939,84.69021049999283,84.7016067999939,84.7016067999939,84.7016067999939,84.7016067999939,,,,,,,,,
