Participant1,Participant2,Participant3,Participant4,Participant5,Participant6,Participant7,Participant8,Participant9,Participant10,Participant11,Participant12,Participant13,Participant14,Participant15,Participant16,Participant17,Participant18,Participant19,Participant20,Participant21,Participant22,Participant23,Participant24,Participant25,Participant26,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text_instr.started,image_next.started,mouse.started,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,text_3.started,text_2.started,key_resp.started,text_4.started,key_resp.keys,key_resp.rt,key_resp_2.started,sound_1.started,text_5.started,key_resp_2.keys,key_resp_2.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.373712000000523,21.373712000000523,3.2199997804127634e-05,[0.6055555555555555],[-0.38472222222222224],[1],[0],[0],[2.2386199999891687],['image_next'],,,,,,,,,,,,,001,2023-09-28_15h01.51.187,untitled,2022.2.5,None,
30,30,105,105,60,120,120,120,105,60,105,60,30,60,120,30,30,30,105,105,60,120,120,120,105,60,0,0,0,0,,,,,,,,,,,23.60043520000181,23.60043520000181,23.60043520000181,23.60043520000181,space,1.103622299982817,25.13688030000776,24.806084900011772,25.13688030000776,space,61.16727129998617,,001,2023-09-28_15h01.51.187,untitled,2022.2.5,None,
30,105,105,60,120,120,120,105,60,105,60,30,60,120,30,30,30,105,105,60,120,120,120,105,60,105,0,1,1,1,,,,,,,,,,,86.3241701000079,86.3241701000079,86.3241701000079,86.3241701000079,space,0.7546660999796586,87.19887780000863,87.18657290000701,87.19887780000863,space,0.6138596999808215,,001,2023-09-28_15h01.51.187,untitled,2022.2.5,None,
30,30,30,105,105,60,120,120,120,105,60,105,60,30,60,120,30,30,30,105,105,60,120,120,120,105,0,2,2,2,,,,,,,,,,,87.83781969999836,87.83781969999836,87.83781969999836,87.83781969999836,space,0.5339302999782376,88.50119110000378,88.48835210000979,88.50119110000378,space,0.5535331999853952,,001,2023-09-28_15h01.51.187,untitled,2022.2.5,None,
105,105,60,120,120,120,105,60,105,60,30,60,120,30,30,30,105,105,60,120,120,120,105,60,105,60,0,3,3,3,,,,,,,,,,,89.08996100000513,89.08996100000513,89.08996100000513,89.08996100000513,space,0.9040015999926254,90.23824279999826,90.12101606666498,90.23824279999826,space,10.009820099992794,,001,2023-09-28_15h01.51.187,untitled,2022.2.5,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.27387460001046,100.27387460001046,100.27387460001046,100.27387460001046,space,2.9632243999949424,103.44582940000691,103.36522746666547,103.44582940000691,,,,,,,,,
