trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Participant1,Participant2,Participant3,Participant4,Participant5,Participant6,Participant7,Participant8,Participant9,Participant10,Participant11,Participant12,Participant13,Participant14,Participant15,Participant16,Participant17,Participant18,Participant19,Participant20,Participant21,Participant22,Participant23,Participant24,Participant25,Participant26,text_instr.started,image_instr1.started,image_instr2.started,image_illus.started,image_next.started,mouse.started,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,text_3.started,text_2.started,key_resp.started,text_4.started,key_resp.keys,key_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.831660499999998,14.831660499999998,14.831660499999998,14.831660499999998,14.831660499999998,5.2200000936863944e-05,[0.5763888888888888],[-0.4],[1],[0],[0],[0.977678700000979],['image_next'],,,,,,,,001,2023-09-27_19h58.12.529,untitled,2022.2.5,60.001032017532545,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.789397100001224,15.789397100001224,15.789397100001224,15.789397100001224,space,2.9180816000007326,,,,,,,
