Participant1,Participant2,Participant3,Participant4,Participant5,Participant6,Participant7,Participant8,Participant9,Participant10,Participant11,Participant12,Participant13,Participant14,Participant15,Participant16,Participant17,Participant18,Participant19,Participant20,Participant21,Participant22,Participant23,Participant24,Participant25,Participant26,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,distractor.thisRepN,distractor.thisTrialN,distractor.thisN,distractor.thisIndex,word,color,correct,text_instr.started,image_next.started,mouse.started,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,text_3.started,text_2.started,key_resp.started,text_4.started,key_resp.keys,key_resp.rt,text_5.started,stopb.started,stopl.started,stopr.started,text_6.started,key_resp_3.started,key_resp_2.started,key_resp_3.keys,key_resp_3.rt,key_resp_2.keys,key_resp_2.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.306355399996391,10.306355399996391,3.409999771974981e-05,[0.5854166666666667],[-0.37569444444444444],[1],[0],[0],[1.2033320000045933],['image_next'],,,,,,,,,,,,,,,,,,704543,001,2023-09-28_21h13.57.819,try_music_stroop,2022.2.5,59.92954682375182,
30,30,105,105,60,120,120,120,105,60,105,60,30,60,120,30,30,30,105,105,60,120,120,120,105,60,0,0,0,0,,,,,,,,,,,,,,,,,,11.49879049998708,11.49879049998708,11.49879049998708,11.49879049998708,space,1.8059446999977808,19.660519099998055,19.660519099998055,19.660519099998055,19.660519099998055,19.660519099998055,19.660519099998055,19.660519099998055,None,1.3400793000037083,space,0.18429660001129378,704543,001,2023-09-28_21h13.57.819,try_music_stroop,2022.2.5,59.92954682375182,
30,105,105,60,120,120,120,105,60,105,60,30,60,120,30,30,30,105,105,60,120,120,120,105,60,105,0,1,1,1,,,,,,,,,,,,,,,,,,19.94676310000068,19.94676310000068,19.94676310000068,19.94676310000068,space,0.14011290000053123,27.989362399996025,27.989362399996025,27.989362399996025,27.989362399996025,27.989362399996025,27.989362399996025,27.989362399996025,None,,space,0.38046480000775773,704543,001,2023-09-28_21h13.57.819,try_music_stroop,2022.2.5,59.92954682375182,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.459429499998805,28.459429499998805,28.459429499998805,28.459429499998805,space,1.4262486000079662,32.42059919999156,32.42059919999156,32.42059919999156,32.42059919999156,32.42059919999156,32.42059919999156,32.42059919999156,None,0.43837810000695754,space,0.1447210000042105,,,,,,,
