trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Participant1,Participant2,Participant3,Participant4,Participant5,Participant6,Participant7,Participant8,Participant9,Participant10,Participant11,Participant12,Participant13,Participant14,Participant15,Participant16,Participant17,Participant18,Participant19,Participant20,Participant21,Participant22,Participant23,Participant24,Participant25,Participant26,distractor.thisRepN,distractor.thisTrialN,distractor.thisN,distractor.thisIndex,word,color,correct,text_instr.started,image_next.started,mouse.started,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,text_3.started,text_2.started,key_resp.started,text_4.started,key_resp.keys,key_resp.rt,key_resp_2.started,key_resp_3.started,text_5.started,stopb.started,stopl.started,stopr.started,text_6.started,key_resp_2.keys,key_resp_3.keys,key_resp_3.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.635001299990108,12.635001299990108,5.319999763742089e-05,[0.6326388888888889],[-0.4027777777777778],[1],[0],[0],[3.3619300999853294],['image_next'],,,,,,,,,,,,,,,,,370662,001,2023-09-29_14h17.31.102,try_music_stroop,2022.2.5,60.14252575756744,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.986936900008004,15.986936900008004,15.986936900008004,15.986936900008004,space,0.7346410000172909,16.764946400013287,16.764946400013287,16.764946400013287,16.764946400013287,16.764946400013287,16.764946400013287,16.764946400013287,None,r,1.3398320999694988,,,,,,,
