trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Participant1,Participant2,Participant3,Participant4,Participant5,Participant6,Participant7,Participant8,Participant9,Participant10,Participant11,Participant12,Participant13,Participant14,Participant15,Participant16,Participant17,Participant18,Participant19,Participant20,Participant21,Participant22,Participant23,Participant24,Participant25,Participant26,distractor.thisRepN,distractor.thisTrialN,distractor.thisN,distractor.thisIndex,word,color,correct,text_instr.started,image_next.started,mouse.started,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,text_3.started,text_2.started,key_resp.started,text_4.started,key_resp.keys,key_resp.rt,key_resp_2.started,text_5.started,stopb.started,stopl.started,stopr.started,text_6.started,key_resp_3.started,key_resp_2.keys,key_resp_2.rt,key_resp_3.keys,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.44830259999435,14.44830259999435,2.7099988074041903e-05,[0.5958333333333333],[-0.3861111111111111],[1],[0],[0],[1.429065400006948],['image_next'],,,,,,,,,,,,,,,,,,001,2023-09-28_19h26.59.819,try_music_stroop,2022.2.5,60.04978127198271,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.8638357000018,15.8638357000018,15.8638357000018,15.8638357000018,space,1.2785184999956982,24.883725499996217,24.883725499996217,24.883725499996217,24.883725499996217,24.883725499996217,24.883725499996217,24.883725499996217,space,0.3769731999927899,None,,,,,,,
