trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Participant1,Participant2,Participant3,Participant4,Participant5,Participant6,Participant7,Participant8,Participant9,Participant10,Participant11,Participant12,Participant13,Participant14,Participant15,Participant16,Participant17,Participant18,Participant19,Participant20,Participant21,Participant22,Participant23,Participant24,Participant25,Participant26,distractor.thisRepN,distractor.thisTrialN,distractor.thisN,distractor.thisIndex,word,color,correct,text_instr.started,image_next.started,mouse.started,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,text_3.started,text_2.started,key_resp.started,text_4.started,key_resp.keys,key_resp.rt,key_resp_2.started,text_5.started,stopb.started,stopl.started,stopr.started,text_6.started,key_resp_3.started,sound_1.started,key_resp_2.keys,key_resp_2.rt,key_resp_3.keys,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.595287500007544,12.595287500007544,5.370000144466758e-05,[0.6166666666666667],[-0.3798611111111111],[1],[0],[0],[0.571543499987456],['image_next'],,,,,,,,,,,,,,,,,,,001,2023-09-28_19h38.23.748,try_music_stroop,2022.2.5,60.14183851200431,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.154745799998636,13.154745799998636,13.154745799998636,13.154745799998636,space,0.9107645999902161,28.46067280000716,28.46067280000716,28.46067280000716,28.46067280000716,28.46067280000716,28.46067280000716,28.46067280000716,28.451953930004677,space,0.07131709999521263,None,,,,,,,
