Participant1,Participant2,Participant3,Participant4,Participant5,Participant6,Participant7,Participant8,Participant9,Participant10,Participant11,Participant12,Participant13,Participant14,Participant15,Participant16,Participant17,Participant18,Participant19,Participant20,Participant21,Participant22,Participant23,Participant24,Participant25,Participant26,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,distractor.thisRepN,distractor.thisTrialN,distractor.thisN,distractor.thisIndex,word,color,correct,text_instr.started,image_next.started,mouse.started,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,text_3.started,text_2.started,key_resp.started,text_4.started,key_resp.keys,key_resp.rt,key_resp_2.started,key_resp_3.started,text_5.started,stopb.started,stopl.started,stopr.started,text_6.started,key_resp_2.keys,key_resp_3.keys,key_resp_3.rt,key_resp_2.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.692690600000788,9.692690600000788,3.989998367615044e-05,[0.6069444444444444],[-0.3784722222222222],[1],[0],[0],[1.9514476000040304],['image_next'],,,,,,,,,,,,,,,,,,206583,001,2023-09-29_14h31.01.036,try_music_stroop,2022.2.5,60.076621715792506,
30,30,105,105,60,120,120,120,105,60,105,60,30,60,120,30,30,30,105,105,60,120,120,120,105,60,0,0,0,0,,,,,,,,,,,,,,,,,,11.632926599995699,11.632926599995699,11.632926599995699,11.632926599995699,space,1.3781708000169601,15.06137770001078,15.06137770001078,15.06137770001078,15.06137770001078,15.06137770001078,15.06137770001078,15.06137770001078,space,None,0.2117885000188835,0.2673563999996986,206583,001,2023-09-29_14h31.01.036,try_music_stroop,2022.2.5,60.076621715792506,
30,105,105,60,120,120,120,105,60,105,60,30,60,120,30,30,30,105,105,60,120,120,120,105,60,105,0,1,1,1,,,,,,,,,,,,,,,,,,15.434361499996157,15.434361499996157,15.434361499996157,15.434361499996157,space,1.93444080001791,19.658671800018055,19.658671800018055,19.658671800018055,19.658671800018055,19.658671800018055,19.658671800018055,19.658671800018055,space,None,0.12444299997878261,0.5135997999750543,206583,001,2023-09-29_14h31.01.036,try_music_stroop,2022.2.5,60.076621715792506,
30,30,30,105,105,60,120,120,120,105,60,105,60,30,60,120,30,30,30,105,105,60,120,120,120,105,0,2,2,2,,,,,,,,,,,,,,,,,,20.281214899994666,20.281214899994666,20.281214899994666,20.281214899994666,space,2.2186025000119116,27.025993699993705,27.025993699993705,27.025993699993705,27.025993699993705,27.025993699993705,27.025993699993705,27.025993699993705,None,r,0.13459090000833385,,206583,001,2023-09-29_14h31.01.036,try_music_stroop,2022.2.5,60.076621715792506,
105,105,60,120,120,120,105,60,105,60,30,60,120,30,30,30,105,105,60,120,120,120,105,60,105,60,0,3,3,3,,,,,,,,,,,,,,,,,,27.269788600009633,27.269788600009633,27.269788600009633,27.269788600009633,space,1.2159837999788579,32.986707900010515,32.986707900010515,32.986707900010515,32.986707900010515,32.986707900010515,32.986707900010515,32.986707900010515,space,None,0.12503860000288114,0.38645309998537414,206583,001,2023-09-29_14h31.01.036,try_music_stroop,2022.2.5,60.076621715792506,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.47825090002152,33.47825090002152,33.47825090002152,33.47825090002152,,,,,,,,,,,,,,,,,,,,
