Participant1,Participant2,Participant3,Participant4,Participant5,Participant6,Participant7,Participant8,Participant9,Participant10,Participant11,Participant12,Participant13,Participant14,Participant15,Participant16,Participant17,Participant18,Participant19,Participant20,Participant21,Participant22,Participant23,Participant24,Participant25,Participant26,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,distractor.thisRepN,distractor.thisTrialN,distractor.thisN,distractor.thisIndex,word,color,correct,text_instr.started,image_next.started,mouse.started,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,text_3.started,text_2.started,key_resp.started,text_4.started,key_resp.keys,key_resp.rt,key_resp_2.started,key_resp_3.started,text_5.started,stopb.started,stopl.started,stopr.started,text_6.started,key_resp_2.keys,key_resp_3.keys,key_resp_3.rt,key_resp_2.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.829271299997345,9.829271299997345,4.230000195093453e-05,[0.61875],[-0.38958333333333334],[1],[0],[0],[1.8341210999933537],['image_next'],,,,,,,,,,,,,,,,,,749081,001,2023-09-29_14h34.01.086,try_music_stroop,2022.2.5,59.88515225542658,
30,30,105,105,60,120,120,120,105,60,105,60,30,60,120,30,30,30,105,105,60,120,120,120,105,60,0,0,0,0,,,,,,,,,,,,,,,,,,11.652372200012906,11.652372200012906,11.652372200012906,11.652372200012906,space,0.8159329000045545,18.748966700019082,18.748966700019082,18.748966700019082,18.748966700019082,18.748966700019082,18.748966700019082,18.748966700019082,None,b,0.3548059999884572,,749081,001,2023-09-29_14h34.01.086,try_music_stroop,2022.2.5,59.88515225542658,
30,105,105,60,120,120,120,105,60,105,60,30,60,120,30,30,30,105,105,60,120,120,120,105,60,105,0,1,1,1,,,,,,,,,,,,,,,,,,19.20231789999525,19.20231789999525,19.20231789999525,19.20231789999525,space,1.1913606000016443,62.033572799991816,62.033572799991816,62.033572799991816,62.033572799991816,62.033572799991816,62.033572799991816,62.033572799991816,None,b,0.5323425999959,,749081,001,2023-09-29_14h34.01.086,try_music_stroop,2022.2.5,59.88515225542658,
30,30,30,105,105,60,120,120,120,105,60,105,60,30,60,120,30,30,30,105,105,60,120,120,120,105,0,2,2,2,,,,,,,,,,,,,,,,,,62.66587970001274,62.66587970001274,62.66587970001274,62.66587970001274,space,2.0780329999979585,68.96399129999918,68.96399129999918,68.96399129999918,68.96399129999918,68.96399129999918,68.96399129999918,68.96399129999918,space,None,0.37471249999362044,0.931628999998793,749081,001,2023-09-29_14h34.01.086,try_music_stroop,2022.2.5,59.88515225542658,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0050687000039,70.0050687000039,70.0050687000039,70.0050687000039,,,,,,,,,,,,,,,,,,,,
