trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Participant1,Participant2,Participant3,Participant4,Participant5,Participant6,Participant7,Participant8,Participant9,Participant10,Participant11,Participant12,Participant13,Participant14,Participant15,Participant16,Participant17,Participant18,Participant19,Participant20,Participant21,Participant22,Participant23,Participant24,Participant25,Participant26,distractor.thisRepN,distractor.thisTrialN,distractor.thisN,distractor.thisIndex,word,color,correct,text_instr.started,image_next.started,mouse.started,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,text_3.started,text_2.started,key_resp.started,text_4.started,key_resp.keys,key_resp.rt,key_resp_2.started,text_5.started,stopb.started,stopl.started,stopr.started,text_6.started,key_resp_3.started,key_resp_2.keys,key_resp_2.rt,key_resp_3.keys,key_resp_3.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.949173800006974,39.949173800006974,3.1199990189634264e-05,[0.58125],[-0.3861111111111111],[1],[0],[0],[1.892651800008025],['image_next'],,,,,,,,,,,,,,,,,,,001,2023-09-28_19h25.34.082,try_music_stroop,2022.2.5,60.05822043823922,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.83051169999817,41.83051169999817,41.83051169999817,41.83051169999817,space,2.13451730000088,53.905174100000295,53.905174100000295,53.905174100000295,53.905174100000295,53.905174100000295,53.905174100000295,53.905174100000295,space,0.13801429998420645,None,8.178325599990785,,,,,,,
