trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Participant1,Participant2,Participant3,Participant4,Participant5,Participant6,Participant7,Participant8,Participant9,Participant10,Participant11,Participant12,Participant13,Participant14,Participant15,Participant16,Participant17,Participant18,Participant19,Participant20,Participant21,Participant22,Participant23,Participant24,Participant25,Participant26,distractor.thisRepN,distractor.thisTrialN,distractor.thisN,distractor.thisIndex,word,color,correct,text_instr.started,image_next.started,mouse.started,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,text_3.started,text_2.started,key_resp.started,text_4.started,key_resp.keys,key_resp.rt,text_5.started,stopb.started,stopl.started,stopr.started,text_6.started,key_resp_3.started,key_resp_2.started,key_resp_3.keys,key_resp_3.rt,key_resp_2.keys,key_resp_2.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.026845700005651,11.026845700005651,7.590001041535288e-05,[0.5604166666666667],[-0.3840277777777778],[1],[0],[0],[1.536071800001082],['image_next'],,,,,,,,,,,,,,,,,,188633,001,2023-09-28_21h28.06.586,try_music_stroop,2022.2.5,60.10110207411434,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.549450200007414,12.549450200007414,12.549450200007414,12.549450200007414,space,1.3661189999984344,17.428479700000025,17.428479700000025,17.428479700000025,17.428479700000025,17.428479700000025,17.428479700000025,17.428479700000025,None,1.1750370999943698,space,0.1111592999950517,,,,,,,
