trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Participant1,Participant2,Participant3,Participant4,Participant5,Participant6,Participant7,Participant8,Participant9,Participant10,Participant11,Participant12,Participant13,Participant14,Participant15,Participant16,Participant17,Participant18,Participant19,Participant20,Participant21,Participant22,Participant23,Participant24,Participant25,Participant26,distractor.thisRepN,distractor.thisTrialN,distractor.thisN,distractor.thisIndex,word,color,correct,text_instr.started,image_next.started,mouse.started,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,text_3.started,text_2.started,key_resp.started,text_4.started,key_resp.keys,key_resp.rt,key_resp_2.started,key_resp_3.started,text_5.started,stopb.started,stopl.started,stopr.started,text_6.started,key_resp_2.keys,key_resp_3.keys,key_resp_3.rt,key_resp_2.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.303586599999107,9.303586599999107,6.399999256245792e-05,[0.575],[-0.39861111111111114],[1],[0],[0],[1.637513099994976],['image_next'],,,,,,,,,,,,,,,,,,466539,001,2023-09-29_14h29.10.705,try_music_stroop,2022.2.5,59.94675529128462,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.92396529999678,10.92396529999678,10.92396529999678,10.92396529999678,space,1.1872522000048775,16.529456499993103,16.529456499993103,16.529456499993103,16.529456499993103,16.529456499993103,16.529456499993103,16.529456499993103,space,None,0.23752569998032413,0.3687225000176113,,,,,,,
