trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Participant1,Participant2,Participant3,Participant4,Participant5,Participant6,Participant7,Participant8,Participant9,Participant10,Participant11,Participant12,Participant13,Participant14,Participant15,Participant16,Participant17,Participant18,Participant19,Participant20,Participant21,Participant22,Participant23,Participant24,Participant25,Participant26,distractor.thisRepN,distractor.thisTrialN,distractor.thisN,distractor.thisIndex,word,color,correct,text_instr.started,image_next.started,mouse.started,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,text_3.started,text_2.started,key_resp.started,text_4.started,key_resp.keys,key_resp.rt,key_resp_2.started,text_5.started,stopb.started,stopl.started,stopr.started,text_6.started,key_resp_3.started,sound_1.started,key_resp_2.keys,key_resp_2.rt,key_resp_3.keys,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.803716200010967,13.803716200010967,3.670000296551734e-05,[0.6006944444444444],[-0.39375],[1],[0],[0],[2.3471436999971047],['image_next'],,,,,,,,,,,,,,,,,,1,001,2023-09-28_19h44.48.374,try_music_stroop,2022.2.5,60.02332506529115,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.13796470001398,16.13796470001398,16.13796470001398,16.13796470001398,space,0.6489759999822127,20.3444637000066,20.3444637000066,20.3444637000066,20.3444637000066,20.3444637000066,20.3444637000066,20.3444637000066,20.34595262000221,space,3.3035268999810796,None,,,,,,,
