trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Participant1,Participant2,Participant3,Participant4,Participant5,Participant6,Participant7,Participant8,Participant9,Participant10,Participant11,Participant12,Participant13,Participant14,Participant15,Participant16,Participant17,Participant18,Participant19,Participant20,Participant21,Participant22,Participant23,Participant24,Participant25,Participant26,distractor.thisRepN,distractor.thisTrialN,distractor.thisN,distractor.thisIndex,word,color,correct,text_instr.started,image_next.started,mouse.started,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,text_3.started,text_2.started,key_resp.started,text_4.started,key_resp.keys,key_resp.rt,key_resp_2.started,text_5.started,stopb.started,stopl.started,stopr.started,text_6.started,key_resp_3.started,key_resp_2.keys,key_resp_2.rt,key_resp_3.keys,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.787202399995294,11.787202399995294,2.9000002541579306e-05,[0.58125],[-0.3763888888888889],[1],[0],[0],[1.2908183999970788],['image_next'],,,,,,,,,,,,,,,,,939011,001,2023-09-28_20h18.48.562,try_music_stroop,2022.2.5,60.224238931519096,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.06742029999441,13.06742029999441,13.06742029999441,13.06742029999441,space,0.5327140000008512,19.004119299992453,19.004119299992453,19.004119299992453,19.004119299992453,19.004119299992453,19.004119299992453,19.004119299992453,space,0.09065589999954682,None,,,,,,,
