Participant1,Participant2,Participant3,Participant4,Participant5,Participant6,Participant7,Participant8,Participant9,Participant10,Participant11,Participant12,Participant13,Participant14,Participant15,Participant16,Participant17,Participant18,Participant19,Participant20,Participant21,Participant22,Participant23,Participant24,Participant25,Participant26,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,distractor.thisRepN,distractor.thisTrialN,distractor.thisN,distractor.thisIndex,word,color,correct,text_instr.started,image_next.started,mouse.started,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,text_3.started,text_2.started,key_resp.started,text_4.started,key_resp.keys,key_resp.rt,sound_1.started,key_resp_2.started,text_5.started,stopb.started,stopl.started,stopr.started,text_6.started,key_resp_3.started,key_resp_2.keys,key_resp_2.rt,key_resp_3.keys,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.294473200003267,12.294473200003267,6.839999696239829e-05,[0.5958333333333333],[-0.39166666666666666],[1],[0],[0],[1.027033099991968],['image_next'],,,,,,,,,,,,,,,,,,890993,001,2023-09-28_19h46.57.839,try_music_stroop,2022.2.5,60.0835160902831,
30,30,105,105,60,120,120,120,105,60,105,60,30,60,120,30,30,30,105,105,60,120,120,120,105,60,0,0,0,0,,,,,,,,,,,,,,,,,,13.31036230000609,13.31036230000609,13.31036230000609,13.31036230000609,space,1.3558027999970363,14.684574059997976,59.564788400006364,59.564788400006364,59.564788400006364,59.564788400006364,59.564788400006364,59.564788400006364,59.564788400006364,space,0.13513379999494646,None,890993,001,2023-09-28_19h46.57.839,try_music_stroop,2022.2.5,60.0835160902831,
30,105,105,60,120,120,120,105,60,105,60,30,60,120,30,30,30,105,105,60,120,120,120,105,60,105,0,1,1,1,,,,,,,,,,,,,,,,,,59.75777370001015,59.75777370001015,59.75777370001015,59.75777370001015,space,0.10799939998832997,,86.64503610000247,86.64503610000247,86.64503610000247,86.64503610000247,86.64503610000247,86.64503610000247,86.64503610000247,space,0.25644079998892266,None,890993,001,2023-09-28_19h46.57.839,try_music_stroop,2022.2.5,60.0835160902831,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.92895739999949,86.92895739999949,86.92895739999949,86.92895739999949,space,6.760465499988641,,93.71665380000195,93.71665380000195,93.71665380000195,93.71665380000195,93.71665380000195,93.71665380000195,93.71665380000195,,,,,,,,,,
